Player,Pos,Tm,Total,avg,gtd,gtd_avg,gtd_pct,OTC_IDs
Mychal Kendricks,43OLB,Seahawks,"$4,500,000","$4,500,000",$0,$0,0.00%,mychal-kendricks/770/
Danny Amendola,WR,Lions,"$4,500,000","$4,500,000","$4,250,000","$4,250,000",94.40%,danny-amendola/402/
Justin Ellis,43DT,Raiders,"$13,500,000","$4,500,000","$6,250,000","$2,083,333",46.30%,justin-ellis/3046/
Bradley McDougald,S,Seahawks,"$13,500,000","$4,500,000","$5,500,000","$1,833,333",40.70%,bradley-mcdougald/2516/
Rhett Ellison,TE,Giants,"$18,000,000","$4,500,000","$8,000,000","$2,000,000",44.40%,rhett-ellison/1799/
Darqueze Dennard,CB,Bengals,"$4,500,000","$4,500,000","$2,500,000","$2,500,000",55.60%,darqueze-dennard/2963/
Jonah Williams,LT,Bengals,"$17,630,166","$4,407,542","$17,630,166","$4,407,542",100.00%,jonah-williams/7802/
Josh Rosen,QB,Dolphins,"$17,597,760","$4,399,440","$17,597,760","$4,399,440",100.00%,josh-rosen/6895/
Ben Jones,C,Titans,"$17,500,000","$4,375,000","$7,500,000","$1,875,000",42.90%,ben-jones/1641/
James Hurst,RT,Ravens,"$17,500,000","$4,375,000","$6,000,000","$1,500,000",34.30%,james-hurst/3256/
Christian McCaffrey,RB,Panthers,"$17,241,304","$4,310,326","$17,241,304","$4,310,326",100.00%,christian-mccaffrey/5592/
John Ross,WR,Bengals,"$17,115,864","$4,278,966","$17,115,864","$4,278,966",100.00%,john-ross/5593/
Tevin Coleman,RB,49ers,"$8,500,000","$4,250,000","$3,250,000","$1,625,000",38.20%,tevin-coleman/3921/
Jason Witten,TE,Cowboys,"$4,250,000","$4,250,000",$0,$0,0.00%,jason-witten/633/
Graham Gano,K,Panthers,"$17,000,000","$4,250,000","$8,000,000","$2,000,000",47.10%,graham-gano/1162/
Johnathan Hankins,43DT,Raiders,"$8,500,000","$4,250,000","$5,250,000","$2,625,000",61.80%,johnathan-hankins/2259/
Stephen Gostkowski,K,Patriots,"$8,500,000","$4,250,000","$3,700,000","$1,850,000",43.50%,stephen-gostkowski/1246/
Duron Harmon,S,Patriots,"$17,000,000","$4,250,000","$6,500,000","$1,625,000",38.20%,duron-harmon/740/
Chris Boswell,K,Steelers,"$16,806,000","$4,201,500","$7,295,000","$1,823,750",43.40%,chris-boswell/3378/
Seantrel Henderson,RT,Texans,"$4,200,000","$4,200,000","$900,000","$900,000",21.40%,seantrel-henderson/3176/
Spencer Long,C,Bills,"$12,600,000","$4,200,000","$1,200,000","$400,000",9.50%,spencer-long/3017/
Shamar Stephen,43DT,Vikings,"$12,450,000","$4,150,000","$4,900,000","$1,633,333",39.40%,shamar-stephen/3159/
Cameron Erving,LT,Chiefs,"$8,279,218","$4,139,609","$5,000,000","$2,500,000",60.40%,cameron-erving/3867/
Ramon Foster,LG,Steelers,"$8,250,000","$4,125,000","$3,150,000","$1,575,000",38.20%,ramon-foster/1997/
Minkah Fitzpatrick,S,Dolphins,"$16,447,768","$4,111,942","$16,447,768","$4,111,942",100.00%,minkah-fitzpatrick/6896/
Patrick Mahomes,QB,Chiefs,"$16,425,962","$4,106,491","$16,425,962","$4,106,491",100.00%,patrick-mahomes/5594/
Harrison Butker,K,Chiefs,"$20,275,000","$4,055,000","$6,490,000","$1,298,000",32.00%,harrison-butker/5819/
Wil Lutz,K,Saints,"$20,250,000","$4,050,000","$9,200,000","$1,840,000",45.40%,wil-lutz/5244/
Mason Crosby,K,Packers,"$16,100,000","$4,025,000","$5,000,000","$1,250,000",31.10%,mason-crosby/1124/
Travis Benjamin,WR,Chargers,"$4,000,000","$4,000,000","$3,000,000","$3,000,000",75.00%,travis-benjamin/309/
Breshad Perriman,WR,Buccaneers,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",100.00%,breshad-perriman/3874/
Daniel Sorensen,S,Chiefs,"$16,000,000","$4,000,000","$4,690,000","$1,172,500",29.30%,daniel-sorensen/3424/
Ryan Succop,K,Titans,"$20,000,000","$4,000,000","$7,500,000","$1,500,000",37.50%,ryan-succop/527/
