Player,Pos,Tm,Total,avg,gtd,gtd_avg,gtd_pct,OTC_IDs
Emmanuel Ellerbee,43OLB,Seahawks,"$570,000","$570,000",$0,$0,0.00%,emmanuel-ellerbee/7478/
Austin Calitro,ILB,Seahawks,"$570,000","$570,000",$0,$0,0.00%,austin-calitro/6068/
Jordan Simmons,G,Seahawks,"$570,000","$570,000",$0,$0,0.00%,jordan-simmons/6087/
Colby Wadman,P,Broncos,"$1,710,000","$570,000",$0,$0,0.00%,colby-wadman/6882/
Efe Obada,43DE,Panthers,"$570,000","$570,000",$0,$0,0.00%,efe-obada/3831/
Craig James,CB,Vikings,"$1,710,000","$570,000",$0,$0,0.00%,craig-james/7460/
A.J. Moore,CB,Texans,"$1,710,000","$570,000","$3,000","$1,000",0.20%,a-j-moore/7239/
DeAndre Carter,WR,Texans,"$570,000","$570,000",$0,$0,0.00%,deandre-carter/4390/
Deatrick Nichols,CB,Cardinals,"$570,000","$570,000",$0,$0,0.00%,deatrick-nichols/7538/
Calvin Munson,ILB,Patriots,"$570,000","$570,000",$0,$0,0.00%,calvin-munson/6195/
Corey Bojorquez,P,Bills,"$1,710,000","$570,000",$0,$0,0.00%,corey-bojorquez/7635/
Quenton Meeks,S,Jaguars,"$1,710,000","$570,000",$0,$0,0.00%,quenton-meeks/7169/
Chad Beebe,WR,Vikings,"$1,710,000","$570,000",$0,$0,0.00%,chad-beebe/7453/
Dee Delaney,CB,Jets,"$570,000","$570,000",$0,$0,0.00%,dee-delaney/7161/
Darrell Williams Jr.,RG,Ravens,"$570,000","$570,000",$0,$0,0.00%,darrell-williams-jr/6011/
Brandon Reilly,WR,Steelers,"$570,000","$570,000",$0,$0,0.00%,brandon-reilly/6059/
Chandon Sullivan,CB,Packers,"$570,000","$570,000",$0,$0,0.00%,chandon-sullivan/7390/
Reggie Gilbert,34OLB,Packers,"$570,000","$570,000",$0,$0,0.00%,reggie-gilbert/5332/
Jake Kumerow,WR,Packers,"$570,000","$570,000",$0,$0,0.00%,jake-kumerow/4455/
Robert Tonyan,TE,Packers,"$570,000","$570,000",$0,$0,0.00%,robert-tonyan/6223/
Mitchell Loewen,43DE,Lions,"$570,000","$570,000",$0,$0,0.00%,mitchell-loewen/5104/
Joshua Kalu,S,Titans,"$1,710,000","$570,000",$0,$0,0.00%,joshua-kalu/7197/
Steve Longa,43OLB,Lions,"$570,000","$570,000",$0,$0,0.00%,steve-longa/5351/
Aaron Neary,LG,Rams,"$570,000","$570,000",$0,$0,0.00%,aaron-neary/5123/
Devante Mays,RB,Jaguars,"$570,000","$570,000",$0,$0,0.00%,devante-mays/5824/
James Crawford,ILB,Packers,"$1,710,000","$570,000",$0,$0,0.00%,james-crawford/7700/
Isaiah Williams,RG,Ravens,"$570,000","$570,000",$0,$0,0.00%,isaiah-williams/5494/
KhaDarel Hodge,WR,Rams,"$570,000","$570,000",$0,$0,0.00%,khadarel-hodge/7678/
Michael Badgley,K,Chargers,"$1,710,000","$570,000",$0,$0,0.00%,michael-badgley/7150/
Quadree Henderson,WR,Jaguars,"$570,000","$570,000",$0,$0,0.00%,quadree-henderson/7292/
Kevin Peterson,CB,Rams,"$570,000","$570,000",$0,$0,0.00%,kevin-peterson/5388/
Mike Love,43DE,Bills,"$1,710,000","$570,000",$0,$0,0.00%,mike-love/7215/
Blake Jarwin,TE,Cowboys,"$1,691,600","$563,867","$26,600","$8,867",1.60%,blake-jarwin/6230/
Breon Borders,CB,Jaguars,"$1,125,000","$562,500",$0,$0,0.00%,breon-borders/6076/
Brandon Thomas,LG,Jaguars,"$1,125,000","$562,500",$0,$0,0.00%,brandon-thomas/3039/
Eric Smith,LT,Jets,"$1,125,000","$562,500",$0,$0,0.00%,eric-smith/6104/
Jason Vander Laan,TE,Panthers,"$1,125,000","$562,500",$0,$0,0.00%,jason-vander-laan/5220/
Jeremiah Ledbetter,43DT,Buccaneers,"$1,125,000","$562,500",$0,$0,0.00%,jeremiah-ledbetter/5791/
Antony Auclair,TE,Buccaneers,"$1,685,000","$561,667","$81,200","$27,067",4.80%,antony-auclair/5943/
Chad Wheeler,RT,Giants,"$1,685,000","$561,667","$45,000","$15,000",2.70%,chad-wheeler/6337/
Justin Davis,RB,Rams,"$1,680,000","$560,000","$15,000","$5,000",0.90%,justin-davis/5854/
Tashawn Bower,43DE,Vikings,"$1,680,000","$560,000","$45,000","$15,000",2.70%,tashawn-bower/5892/
Aviante Collins,LG,Vikings,"$1,680,000","$560,000","$35,000","$11,667",2.10%,aviante-collins/5894/
Sean Culkin,TE,Chargers,"$1,677,000","$559,000","$12,000","$4,000",0.70%,sean-culkin/5862/
Dylan Cole,ILB,Texans,"$1,677,000","$559,000","$27,000","$9,000",1.60%,dylan-cole/6241/
Corey Clement,RB,Eagles,"$1,675,000","$558,333","$35,000","$11,667",2.10%,corey-clement/6154/
Eric Wilson,43OLB,Vikings,"$1,675,000","$558,333","$20,000","$6,667",1.20%,eric-wilson/5904/
Jamal Carter,ILB,Broncos,"$1,675,000","$558,333","$20,000","$6,667",1.20%,jamal-carter/6261/
Jacob Hollister,TE,Seahawks,"$1,675,000","$558,333","$90,000","$30,000",5.40%,jacob-hollister/6126/
Chase Allen,ILB,Dolphins,"$1,675,000","$558,333","$20,000","$6,667",1.20%,chase-allen/6093/
Torry McTyer,CB,Dolphins,"$1,672,500","$557,500","$7,500","$2,500",0.40%,torry-mctyer/6099/
Austin Carr,WR,Saints,"$1,672,500","$557,500","$30,000","$10,000",1.80%,austin-carr/6121/
Nicholas Morrow,LB,Raiders,"$1,672,500","$557,500","$7,500","$2,500",0.40%,nicholas-morrow/6086/
Patrick Ricard,34DE,Ravens,"$1,671,500","$557,167","$6,500","$2,167",0.40%,patrick-ricard/6036/
Cethan Carter,TE,Bengals,"$1,671,000","$557,000","$6,000","$2,000",0.40%,cethan-carter/6013/
Adam Butler,43DT,Patriots,"$1,670,000","$556,667","$20,000","$6,667",1.20%,adam-butler/6120/
Austin Ekeler,RB,Chargers,"$1,670,000","$556,667","$5,000","$1,667",0.30%,austin-ekeler/5865/
Cooper Rush,QB,Cowboys,"$1,670,000","$556,667","$5,000","$1,667",0.30%,cooper-rush/6234/
Kendrick Bourne,WR,49ers,"$1,670,000","$556,667","$25,000","$8,333",1.50%,kendrick-bourne/5995/
Matt Breida,RB,49ers,"$1,670,000","$556,667","$30,000","$10,000",1.80%,matt-breida/5996/
Taysom Hill,QB,Saints,"$1,670,000","$556,667","$5,000","$1,667",0.30%,taysom-hill/6047/
Matt Haack,P,Dolphins,"$1,669,000","$556,333","$4,000","$1,333",0.20%,matt-haack/6094/
Eli Ankou,43DT,Jaguars,"$1,668,500","$556,167","$20,000","$6,667",1.20%,eli-ankou/6238/
Keelan Cole,WR,Jaguars,"$1,665,000","$555,000",$0,$0,0.00%,keelan-cole/6139/
Thomas Hennessy,LS,Jets,"$1,665,000","$555,000",$0,$0,0.00%,thomas-hennessy/5980/
Keionta Davis,43DE,Patriots,"$1,665,000","$555,000",$0,$0,0.00%,keionta-davis/6411/
Michael Davis,CB,Chargers,"$1,665,000","$555,000",$0,$0,0.00%,michael-davis/5864/
Kyle Sloter,QB,Vikings,"$1,665,000","$555,000",$0,$0,0.00%,kyle-sloter/6270/
Robert Davis,WR,Redskins,"$1,665,000","$555,000",$0,$0,0.00%,robert-davis/5795/
Dan Arnold,WR,Saints,"$1,665,000","$555,000",$0,$0,0.00%,dan-arnold/6350/
Hardy Nickerson,ILB,Bengals,"$1,665,000","$555,000",$0,$0,0.00%,hardy-nickerson/6019/
K.C. McDermott,LT,Jaguars,"$1,100,000","$550,000",$0,$0,0.00%,k-c-mcdermott/7168/
Kavon Frazier,S,Cowboys,"$2,170,356","$542,589","$100,356","$25,089",4.60%,kavon-frazier/4925/
Victor Salako,RT,Giants,"$1,080,000","$540,000",$0,$0,0.00%,victor-salako/6332/
Ronald Zamort,CB,Giants,"$1,080,000","$540,000",$0,$0,0.00%,ronald-zamort/5071/
Andrew Vollert,TE,Chargers,"$1,080,000","$540,000",$0,$0,0.00%,andrew-vollert/7549/
Marcus Lucas,Wr,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,marcus-lucas/3281/
Jon Toth,C,Jets,"$1,080,000","$540,000",$0,$0,0.00%,jon-toth/6439/
Salesi Uhatafe,RG,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,salesi-uhatafe/7491/
Cody Hollister,WR,Titans,"$1,080,000","$540,000",$0,$0,0.00%,cody-hollister/6125/
Brandin Bryant,43DT,Browns,"$1,080,000","$540,000",$0,$0,0.00%,brandin-bryant/5346/
Chase Middleton,ILB,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,chase-middleton/8335/
Taryn Christion,QB,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,taryn-christion/8133/
Mik'Quan Deane,TE,Browns,"$1,080,000","$540,000",$0,$0,0.00%,mikquan-deane/8135/
Alex Singleton,43OLB,Eagles,"$1,080,000","$540,000",$0,$0,0.00%,alex-singleton/4507/
Marken Michel,WR,Eagles,"$1,080,000","$540,000",$0,$0,0.00%,marken-michel/5017/
Adarius Pickett,S,Chargers,"$1,080,000","$540,000",$0,$0,0.00%,adarius-pickett/8126/
Jomal Wiltz,CB,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,jomal-wiltz/6163/
A.J. Hendy,S,Texans,"$1,080,000","$540,000",$0,$0,0.00%,a-j-hendy/5522/
Shane Bowman,43DE,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,shane-bowman/8259/
Duke Williams,WR,Bills,"$1,080,000","$540,000",$0,$0,0.00%,duke-williams/7789/
Christian Dilauro,T,49ers,"$1,080,000","$540,000",$0,$0,0.00%,christian-dilauro/7278/
Pharoah McKever,TE,Packers,"$1,080,000","$540,000",$0,$0,0.00%,pharoah-mckever/7294/
Shaun Wilson,RB,Redskins,"$1,080,000","$540,000",$0,$0,0.00%,shaun-wilson/7527/
Tony Adams,C,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,tony-adams/7160/
Ka'John Armstrong,LT,Jaguars,"$1,080,000","$540,000",$0,$0,0.00%,kajohn-armstrong/8587/
Cole Boozer,G,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,cole-boozer/7516/
Ruben Holcomb,LT,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,ruben-holcomb/7623/
Farrington Huguenin,43DE,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,farrington-huguenin/5235/
Dare Ogunbowale,RB,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,dare-ogunbowale/6299/
Emmanuel Smith,43OLB,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,emmanuel-smith/7490/
Zach Triner,LS,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,zach-triner/5555/
JoJo Wicker,34DE,Redskins,"$1,080,000","$540,000",$0,$0,0.00%,jojo-wicker/7437/
David Quessenberry,RG,Titans,"$1,080,000","$540,000",$0,$0,0.00%,david-quessenberry/2349/
Codey McElroy,TE,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,codey-mcelroy/7658/
Frank Herron,34DE,Titans,"$1,080,000","$540,000",$0,$0,0.00%,frank-herron/7236/
C.J. Board,WR,Jaguars,"$1,080,000","$540,000",$0,$0,0.00%,c-j-board/6027/
Tommy Doles,G,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,tommy-doles/8613/
Jordan Williams-Lambert,WR,Bears,"$1,080,000","$540,000",$0,$0,0.00%,jordan-williams-lambert/5110/
Richie Brown,ILB,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,richie-brown/5945/
Jordan Chunn,RB,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,jordan-chunn/7341/
A.J. Ouellette,RB,Browns,"$1,080,000","$540,000",$0,$0,0.00%,a-j-ouellette/8565/
Donovan Olumba,CB,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,donovan-olumba/7356/
Kyle Queiro,ILB,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,kyle-queiro/7353/
Davin Bellamy,34OLB,Texans,"$1,080,000","$540,000",$0,$0,0.00%,davin-bellamy/7173/
Jake Campos,RT,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,jake-campos/7346/
Keith Towbridge,TE,Bills,"$1,080,000","$540,000",$0,$0,0.00%,keith-towbridge/6064/
David Steinmetz,RT,Texans,"$1,080,000","$540,000",$0,$0,0.00%,david-steinmetz/7232/
Logan Woodside,QB,Titans,"$1,080,000","$540,000",$0,$0,0.00%,logan-woodside/7134/
Jester Weah,WR,Texans,"$1,080,000","$540,000",$0,$0,0.00%,jester-weah/7184/
Rick Leonard,RT,Texans,"$1,080,000","$540,000",$0,$0,0.00%,rick-leonard/7012/
Billy Brown,TE,Colts,"$1,080,000","$540,000",$0,$0,0.00%,billy-brown/6363/
Antonio Garcia,LT,Colts,"$1,080,000","$540,000",$0,$0,0.00%,antonio-garcia/5671/
Ty Long,K,Chargers,"$1,080,000","$540,000",$0,$0,0.00%,ty-long/4411/
Krishawn Hogan,WR,Colts,"$1,080,000","$540,000",$0,$0,0.00%,krishawn-hogan/5931/
Steve Ishmael,WR,Colts,"$1,080,000","$540,000",$0,$0,0.00%,steve-ishmael/7153/
Jordan Veasy,WR,Colts,"$1,080,000","$540,000",$0,$0,0.00%,jordan-veasy/7204/
Phillip Walker,QB,Colts,"$1,080,000","$540,000",$0,$0,0.00%,phillip-walker/5993/
Christian Campbell,CB,Saints,"$1,080,000","$540,000",$0,$0,0.00%,christian-campbell/7067/
Donald Parham,TE,Redskins,"$1,080,000","$540,000",$0,$0,0.00%,donald-parham/8287/
Kurt Benkert,QB,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,kurt-benkert/7471/
Christian Blake,WR,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,christian-blake/7472/
Taveze Calhoun,CB,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,taveze-calhoun/5383/
Austin Larkin,43DE,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,austin-larkin/7348/
Jaeden Graham,TE,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,jaeden-graham/7651/
Alex Gray,TE,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,alex-gray/6359/
Devin Gray,WR,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,devin-gray/7480/
Jacob Tuioti-Mariner,43DE,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,jacob-tuioti-mariner/7657/
Jeremiah McKinnon,CB,Eagles,"$1,080,000","$540,000",$0,$0,0.00%,jeremiah-mckinnon/5453/
Joe Ostman,43DE,Eagles,"$1,080,000","$540,000",$0,$0,0.00%,joe-ostman/7385/
Donnel Pumphrey,RB,Eagles,"$1,080,000","$540,000",$0,$0,0.00%,donnel-pumphrey/5718/
Shakir Soto,43DT,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,shakir-soto/6271/
Michael Dunn,LG,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,michael-dunn/6362/
Lukayus McNeil,RT,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,lukayus-mcneil/8151/
Reece Horn,WR,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,reece-horn/5455/
John Battle,S,Buccaneers,"$1,080,000","$540,000",$0,$0,0.00%,john-battle/8295/
Jaryd Jones-Smith,LT,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,jaryd-jones-smith/7179/
James Vaughters,ILB,Bears,"$1,080,000","$540,000",$0,$0,0.00%,james-vaughters/4374/
Abdullah Anderson,34DT,Bears,"$1,080,000","$540,000",$0,$0,0.00%,abdullah-anderson/7408/
John Franklin III,CB,Bears,"$1,080,000","$540,000",$0,$0,0.00%,john-franklin-iii/7605/
Kasey Redfern,P,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,kasey-redfern/3678/
Papi White,WR,Titans,"$1,080,000","$540,000",$0,$0,0.00%,papi-white/8275/
Michael Joseph,CB,Bears,"$1,080,000","$540,000",$0,$0,0.00%,michael-joseph/7411/
Jonathon Mincy,S,Bears,"$1,080,000","$540,000",$0,$0,0.00%,jonathon-mincy/4343/
Ryan Nall,RB,Bears,"$1,080,000","$540,000",$0,$0,0.00%,ryan-nall/7413/
Josh Woods,ILB,Bears,"$1,080,000","$540,000",$0,$0,0.00%,josh-woods/7670/
Brad Lundblade,C,Bengals,"$1,080,000","$540,000",$0,$0,0.00%,brad-lundblade/7609/
Andrew Brown,43DE,Bengals,"$1,080,000","$540,000",$0,$0,0.00%,andrew-brown/7043/
Daniel Ekuale,43DT,Browns,"$1,080,000","$540,000",$0,$0,0.00%,daniel-ekuale/7279/
Robert Jackson,CB,Browns,"$1,080,000","$540,000",$0,$0,0.00%,robert-jackson/7154/
Tigie Sankoh,S,Browns,"$1,080,000","$540,000",$0,$0,0.00%,tigie-sankoh/7613/
Brad Seaton,LT,Browns,"$1,080,000","$540,000",$0,$0,0.00%,brad-seaton/5822/
Fred Brown,WR,Broncos,"$1,080,000","$540,000",$0,$0,0.00%,fred-brown/6358/
Ryan Yurachek,FB,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,ryan-yurachek/7636/
Khalfani Muhammad,RB,Broncos,"$1,080,000","$540,000",$0,$0,0.00%,khalfani-muhammad/5827/
Austin Schlottman,C,Broncos,"$1,080,000","$540,000",$0,$0,0.00%,austin-schlottman/7146/
Linden Stephens,CB,Broncos,"$1,080,000","$540,000",$0,$0,0.00%,linden-stephens/7511/
Reggie Davis,WR,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,reggie-davis/6311/
Chris Cooper,S,Falcons,"$1,080,000","$540,000",$0,$0,0.00%,chris-cooper/7151/
Garret Dooley,43OLB,Lions,"$1,080,000","$540,000",$0,$0,0.00%,garret-dooley/7456/
Jordan Morgan,RG,Jets,"$1,080,000","$540,000",$0,$0,0.00%,jordan-morgan/5733/
Jonathan Wynn,43DE,Lions,"$1,080,000","$540,000",$0,$0,0.00%,jonathan-wynn/7470/
Mark Thompson,RB,Lions,"$1,080,000","$540,000",$0,$0,0.00%,mark-thompson/7261/
Ryan Santoso,P,Lions,"$1,080,000","$540,000",$0,$0,0.00%,ryan-santoso/7436/
Travin Howard,ILB,Rams,"$1,080,000","$540,000",$0,$0,0.00%,travin-howard/7116/
Austin Proehl,WR,Rams,"$1,080,000","$540,000",$0,$0,0.00%,austin-proehl/7140/
Drew Scott,LS,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,drew-scott/7629/
Justin Phillips,ILB,Cowboys,"$1,080,000","$540,000",$0,$0,0.00%,justin-phillips/8457/
Chris Lammons,CB,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,chris-lammons/7656/
Quentin Poling,43OLB,Dolphins,"$1,080,000","$540,000",$0,$0,0.00%,quentin-poling/7112/
Chris Nelson,34DT,Titans,"$1,080,000","$540,000",$0,$0,0.00%,chris-nelson/8463/
Steven Parker,S,Rams,"$1,080,000","$540,000",$0,$0,0.00%,steven-parker/7660/
Jeff Badet,WR,Vikings,"$1,080,000","$540,000",$0,$0,0.00%,jeff-badet/7452/
Ramon Richards,S,Rams,"$1,080,000","$540,000",$0,$0,0.00%,ramon-richards/7558/
Reshard Cliett,43OLB,Vikings,"$1,080,000","$540,000",$0,$0,0.00%,reshard-cliett/4059/
Curtis Cothran,43DT,Vikings,"$1,080,000","$540,000",$0,$0,0.00%,curtis-cothran/7455/
Storm Norton,RT,Vikings,"$1,080,000","$540,000",$0,$0,0.00%,storm-norton/6218/
Eric Cotton,34DE,Titans,"$1,080,000","$540,000",$0,$0,0.00%,eric-cotton/7724/
DeAngelo Yancey,WR,Titans,"$1,080,000","$540,000",$0,$0,0.00%,deangelo-yancey/5761/
Cameron Johnston,P,Eagles,"$1,065,000","$532,500","$15,000","$7,500",1.40%,cameron-johnston/6158/
Jason Croom,TE,Bills,"$1,054,000","$527,000",$0,$0,0.00%,jason-croom/6055/
Cory Carter,P,Bills,"$1,052,000","$526,000","$2,000","$1,000",0.20%,cory-carter/5551/
Levi Wallace,CB,Bills,"$1,050,000","$525,000",$0,$0,0.00%,levi-wallace/7219/
Will Redmond,CB,Packers,"$1,050,000","$525,000",$0,$0,0.00%,will-redmond/4781/
Javarius Leamon,T,Bengals,"$1,050,000","$525,000",$0,$0,0.00%,javarius-leamon/6074/
Daurice Fountain,WR,Colts,"$1,050,000","$525,000",$0,$0,0.00%,daurice-fountain/7044/
Ross Dwelley,TE,49ers,"$1,050,000","$525,000",$0,$0,0.00%,ross-dwelley/7561/
Taylor Hearn,LG,Panthers,"$1,050,000","$525,000",$0,$0,0.00%,taylor-hearn/7497/
Brett Maher,K,Cowboys,"$1,050,000","$525,000",$0,$0,0.00%,brett-maher/5574/
Jalen Davis,CB,Dolphins,"$1,050,000","$525,000",$0,$0,0.00%,jalen-davis/7222/
Mo Alie-Cox,TE,Colts,"$1,050,000","$525,000",$0,$0,0.00%,mo-alie-cox/5618/
Cassanova McKinzy,34OLB,Redskins,"$1,050,000","$525,000",$0,$0,0.00%,cassanova-mckinzy/5034/
Robert Foster,WR,Bills,"$1,050,000","$525,000",$0,$0,0.00%,robert-foster/7214/
Keith Kirkwood,WR,Saints,"$1,050,000","$525,000",$0,$0,0.00%,keith-kirkwood/7508/
Skai Moore,43OLB,Colts,"$1,050,000","$525,000",$0,$0,0.00%,skai-moore/7156/
Zach Pascal,WR,Colts,"$1,050,000","$525,000",$0,$0,0.00%,zach-pascal/5961/
Grant Haley,CB,Giants,"$1,050,000","$525,000",$0,$0,0.00%,grant-haley/7367/
Godwin Igwebuike,S,Jets,"$1,050,000","$525,000",$0,$0,0.00%,godwin-igwebuike/7520/
Roderick Johnson,LT,Texans,"$1,050,000","$525,000",$0,$0,0.00%,roderick-johnson/5746/
Mike Ford,CB,Lions,"$1,050,000","$525,000",$0,$0,0.00%,mike-ford/7426/
Jeff Holland,34OLB,Cardinals,"$1,050,000","$525,000",$0,$0,0.00%,jeff-holland/7142/
Trey Marshall,S,Broncos,"$1,050,000","$525,000",$0,$0,0.00%,trey-marshall/7147/
Nick Mullens,QB,49ers,"$1,050,000","$525,000",$0,$0,0.00%,nick-mullens/6007/
Tanner Hudson,TE,Buccaneers,"$1,050,000","$525,000",$0,$0,0.00%,tanner-hudson/7519/
Kyle Wilson,ILB,Chargers,"$1,050,000","$525,000",$0,$0,0.00%,kyle-wilson/7640/
Simmie Cobbs Jr.,WR,Saints,"$1,050,000","$525,000",$0,$0,0.00%,simmie-cobbs-jr/7395/
Gehrig Dieter,WR,Chiefs,"$1,050,000","$525,000",$0,$0,0.00%,gehrig-dieter/6109/
Keon Hatcher,WR,Raiders,"$1,050,000","$525,000",$0,$0,0.00%,keon-hatcher/6082/
Jordan Franks,TE,Bengals,"$1,050,000","$525,000",$0,$0,0.00%,jordan-franks/7269/
Pharaoh Brown,TE,Browns,"$1,050,000","$525,000",$0,$0,0.00%,pharaoh-brown/6080/
Tony Brown,CB,Packers,"$1,050,000","$525,000",$0,$0,0.00%,tony-brown/7319/
Jimmy Murray,C,Chiefs,"$1,050,000","$525,000",$0,$0,0.00%,jimmy-murray/7311/
Deon Yelder,TE,Chiefs,"$1,050,000","$525,000",$0,$0,0.00%,deon-yelder/7513/
Ahmad Thomas,S,Colts,"$1,050,000","$525,000",$0,$0,0.00%,ahmad-thomas/6088/
Chris Jones,CB,Cardinals,"$1,050,000","$525,000",$0,$0,0.00%,chris-jones/7428/
Niles Scott,43DT,Bengals,"$1,050,000","$525,000",$0,$0,0.00%,niles-scott/7565/
James Looney,34DT,Packers,"$1,050,000","$525,000",$0,$0,0.00%,james-looney/7117/
Jeff Wilson,RB,49ers,"$1,050,000","$525,000",$0,$0,0.00%,jeff-wilson/7633/
Garrett Dickerson,TE,Giants,"$1,050,000","$525,000",$0,$0,0.00%,garrett-dickerson/7654/
Colby Gossett,RG,Cardinals,"$1,050,000","$525,000",$0,$0,0.00%,colby-gossett/7098/
Tyler Lancaster,34DT,Packers,"$1,050,000","$525,000",$0,$0,0.00%,tyler-lancaster/7445/
Malik Turner,WR,Seahawks,"$1,050,000","$525,000",$0,$0,0.00%,malik-turner/7690/
Deante Burton,CB,Texans,"$1,050,000","$525,000",$0,$0,0.00%,deante-burton/5908/
Ryan Neal,S,Falcons,"$1,050,000","$525,000",$0,$0,0.00%,ryan-neal/7384/
Isaiah Ford,WR,Dolphins,"$1,050,000","$525,000",$0,$0,0.00%,isaiah-ford/5823/
Tra Carson,RB,Packers,"$1,050,000","$525,000",$0,$0,0.00%,tra-carson/5252/
Andrew Wylie,LG,Chiefs,"$1,050,000","$525,000",$0,$0,0.00%,andrew-wylie/6323/
Emmanuel Moseley,CB,49ers,"$1,050,000","$525,000",$0,$0,0.00%,emmanuel-moseley/7569/
River Cracraft,WR,Broncos,"$1,050,000","$525,000",$0,$0,0.00%,river-cracraft/6437/
Johnny Mundt,TE,Rams,"$1,050,000","$525,000",$0,$0,0.00%,johnny-mundt/5857/
Trenton Scott,LT,Chargers,"$1,050,000","$525,000",$0,$0,0.00%,trenton-scott/7337/
Dontrell Hilliard,RB,Browns,"$1,050,000","$525,000",$0,$0,0.00%,dontrell-hilliard/7282/
Jeff Richards,CB,Chargers,"$1,050,000","$525,000",$0,$0,0.00%,jeff-richards/5549/
Ricky Ortiz,FB,Falcons,"$1,050,000","$525,000",$0,$0,0.00%,ricky-ortiz/6034/
Antwaun Woods,43DT,Cowboys,"$1,050,000","$525,000",$0,$0,0.00%,antwaun-woods/5380/
Greg Joseph,K,Browns,"$1,050,000","$525,000",$0,$0,0.00%,greg-joseph/7226/
Zack Golditch,RG,Chiefs,"$1,050,000","$525,000",$0,$0,0.00%,zack-golditch/7325/
Ryan Lewis,CB,Bills,"$1,050,000","$525,000",$0,$0,0.00%,ryan-lewis/5935/
Josh Adams,RB,Eagles,"$1,050,000","$525,000",$0,$0,0.00%,josh-adams/7378/
Anthony Firkser,RB,Titans,"$1,050,000","$525,000",$0,$0,0.00%,anthony-firkser/6071/
Dylan Cantrell,WR,Chargers,"$1,050,000","$525,000",$0,$0,0.00%,dylan-cantrell/7076/
Cameron Batson,WR,Titans,"$1,050,000","$525,000",$0,$0,0.00%,cameron-batson/7187/
Justin Zimmer,43DT,Falcons,"$1,050,000","$525,000",$0,$0,0.00%,justin-zimmer/5055/
Dee Virgin,CB,Lions,"$1,050,000","$525,000",$0,$0,0.00%,dee-virgin/6256/
Jameill Showers,S,Cowboys,"$1,050,000","$525,000",$0,$0,0.00%,jameill-showers/4238/
Tre Sullivan,S,Eagles,"$1,050,000","$525,000",$0,$0,0.00%,tre-sullivan/6160/
Quinton Flowers,RB,Bengals,"$1,560,000","$520,000",$0,$0,0.00%,quinton-flowers/7268/
Horace Richardson,CB,Broncos,"$1,560,000","$520,000",$0,$0,0.00%,horace-richardson/5901/
Andre Chachere,CB,Lions,"$1,560,000","$520,000",$0,$0,0.00%,andre-chachere/7174/
Alonzo Russell,WR,Giants,"$1,560,000","$520,000",$0,$0,0.00%,alonzo-russell/5262/
Brandon Bryant,S,Jets,"$1,560,000","$520,000",$0,$0,0.00%,brandon-bryant/7676/
J.P. Holtz,TE,Redskins,"$1,560,000","$520,000",$0,$0,0.00%,j-p-holtz/5166/
A.J. Hendy,S,Texans,"$1,560,000","$520,000",$0,$0,0.00%,a-j-hendy/5522/
Steven Mitchell,WR,Texans,"$1,560,000","$520,000",$0,$0,0.00%,steven-mitchell/7556/
John Atkins,43DT,Lions,"$1,560,000","$520,000",$0,$0,0.00%,john-atkins/7234/
Chris Lacy,WR,Lions,"$1,560,000","$520,000",$0,$0,0.00%,chris-lacy/7238/
