PLAYERID,DRAFTYEAR,POSITION,NAME,COLLEGE,ROUND,PICK,TEAM,NOTES,ATRAS,RAS,,"NOTE: RAS WILL BE INCORRECT FOR MOST 2019 PROSPECTS DUE TO RECENT UPDATES, THIS WILL EVEN OUT OVER TIME"
10413,2013,DT,Casey Walker,Oklahoma,,,,,2.44,1.97,,
10414,2013,QB,Cayman Shutter,Hawaii,,,,,,,,
10415,2013,WR,Chad Bumphis,Mississippi State,,,,,5.7,5.41,,
10416,2013,OG,Chance Warmack,Alabama,1,10,Titans,"No full workout, quad/No bench, finger",2.56,2.14,,
10417,2013,WR,Charles Johnson,Grand Valley State,7,216,Packers,,9.6,9.5,,
10418,2013,LB,Chase Thomas,Stanford,,,,,4.17,3.99,,
10419,2013,OG,Chris Barker,Nevada,,,,,5.6,5.39,,
10420,2013,OT,Chris Faulk,Louisiana State,,,,"No Combine workout, Medical (Knee)",,,,
10421,2013,TE,Chris Gragg,Arkansas,7,222,Bills,,8.27,8.04,,
10422,2013,WR,Chris Harper,Kansas State,4,123,Seahawks,,7.33,7.15,,
10423,2013,OT,Chris Hubbard,UAB,,,,,7.87,7.88,,
10424,2013,OG,Chris Jacobson,Pittsburgh,,,,,2.71,2.4,,
10425,2013,DT,Chris Jones,Bowling Green,6,198,Texans,,5.06,4.57,,
10426,2013,OG,Chris McDonald,Michigan State,,,,,9.38,9.4,,
10427,2013,TE,Chris Pantale,Boston College,,,,,3.49,3.72,,
10428,2013,RB,Chris Thompson,Florida State,5,154,Redskins,"No Combine workout, Medical (Knee)",,,,
10429,2013,LB,Christian Robinson,Georgia,,,,,1.96,1.49,,
10430,2013,RB,Christine Michael,Texas A&M,2,62,Seahawks,,9.86,9.8,,
10431,2013,WR,Christopher Dobko,Calgary,,,,,0.8,0.71,,
10432,2013,OT,Christopher Mercer,Regina,,,,,1.36,1.46,,
10433,2013,RB,Cierre Wood,Notre Dame,,,,"No full workout, choice",8.08,7.96,,
10434,2013,DT,Cleyon Laing,Iowa State,,,,,8.02,7.88,,
10435,2013,WR,Cobi Hamilton,Arkansas,6,197,Bengals,"No 3cone, choice",2.65,2.44,,
10436,2013,FS,Cody Davis,Texas Tech,,,,,9.83,9.78,,
10437,2013,DT,Cody Larsen,Southern Utah,,,,,8.11,7.93,,
10438,2013,WR,Cody Wilson,Central Michigan,,,,,4.89,4.78,,
10439,2013,QB,Colby Cameron,Louisiana Tech,,,,,7.06,7.18,,
10440,2013,OT,Colin Kelly,Oregon State,,,,,6.61,6.86,,
10441,2013,QB,Collin Klein,Kansas State,,,,,6.9,7.2,,
10442,2013,WR,Conner Vernon,Duke,,,,"No bench, choice",3.16,2.86,,
10443,2013,SS,Cooper Taylor,Richmond,5,152,Giants,,9.66,9.52,,
10444,2013,WR,Cordarrelle Patterson,Tennessee,1,29,Vikings,"|ProBowl|No full workout, hamstrings/No bench, shoulder",7.72,7.68,,
10445,2013,FS,Corey Broomfield,Mississippi State,,,,,,,,
10446,2013,WR,Corey Fuller,Virginia Tech,6,171,Lions,"No full workout, tight hamstring",5.92,5.82,,
10447,2013,DE,Corey Lemonier,Auburn,3,88,49ers,,9.27,9.05,,
10448,2013,OG,Corey Watman,Eastern Michigan,,,,,4.54,4.17,,
10449,2013,DE,Cornelius Washington,Georgia,6,188,Bears,"No full workout, choice",9.33,9.27,,
10450,2013,DE,Cornellius Carradine,Florida State,2,40,49ers,"No Combine workout, Medical (Knee)",,,,
10451,2013,DT,Cory Grissom,South Florida,,,,,1.59,0.93,,
10452,2013,DE,Craig Roh,Michigan,,,,,6.04,5.96,,
10453,2013,RB,Curtis McNeal,Southern California,,,,,2.26,2.45,,
10454,2013,TE,D.C. Jefferson,Rutgers,7,219,Cardinals,"No Combine workout, pec strain during bench",3.16,3.47,,
10455,2013,OT,D.J. Fluker,Alabama,1,11,Chargers,"No full workout, choice",2.82,3.12,,
10456,2013,RB,D.J. Harper,Boise State,,,,,7.22,6.91,,
10457,2013,CB,D.J. Hayden,Houston,1,12,Raiders,"Combine  No Combine workout, Medical (Sternum)/Pro day  No full workout, hamstring on 2nd 40",7.22,7.41,,
10458,2013,FS,D.J. Johnson,Texas Tech,,,,,3.81,3.29,,
10459,2013,FS,D.J. Swearinger,South Carolina,2,57,Texans,,6.47,6.44,,
10460,2013,FS,Daimion Stafford,Nebraska,7,248,Titans,"No full workout, hip",2.88,2.41,,
10461,2013,OT,Dallas Thomas,Tennessee,3,77,Dolphins,"No Combine workout, Medical (Shoulder)",,,,
10462,2013,OC,Dalton Freeman,Clemson,,,,,9.1,9.29,,
10463,2013,DE,Damion Square,Alabama,,,,"No Combine workout, Medical (Knee)",0.39,0.28,,
10464,2013,DE,Damontre Moore,Texas A&M,3,81,Giants,"No full workout, hamstring on 2nd 40",5.64,5.53,,
10465,2013,DE,Dan Giordano,Cincinnati,,,,,3.32,2.93,,
10466,2013,LB,Dan Molls,Toledo,,,,,4.94,4.74,,
10467,2013,FB,Dan Moore,Montana,,,,,6.29,6.11,,
10468,2013,OT,Dann ONeill,Western Michigan,,,,,4.67,4.84,,
10469,2013,SS,Daren Bates,Auburn,,,,,3.65,2.24,,
10470,2013,WR,DaRick Rogers,Tennessee Tech,,,,,9.23,9.23,,
10471,2013,WR,Darius Johnson,Southern Methodist,,,,"No 3cone, Hamstring",0.32,0.38,,
10472,2013,CB,Darius Slay,Mississippi State,2,36,Lions,|ProBowl|,8.92,8.76,,
10473,2013,DT,Darius Smith,Miami,,,,,0.61,0.42,,
10474,2013,FB,Darius Taylor,Sam Houston State,,,,,7.06,6.57,,
10475,2013,OG,Darren Keyton,Central Michigan,,,,,5.46,5.12,,
10476,2013,CB,Darryl Morris,Texas State,,,,,8.49,8.2,,
10477,2013,DE,Datone Jones,UCLA,1,26,Packers,,8.53,8.55,,
10478,2013,CB,David Amerson,North Carolina State,2,51,Redskins,"No full workout, groin",9.66,9.65,,
10479,2013,OT,David Bakhtiari,Colorado,4,109,Packers,|ProBowl|,6.55,6.73,,
10480,2013,DE,David Bass,Missouri Western,7,233,Raiders,,5.3,5.07,,
10481,2013,DE,David King,Oklahoma,7,239,Eagles,"Pro day    No full workout, hamstring on 2nd 40",9.23,9.28,,
10482,2013,OT,David Quessenberry,San Jose State,6,176,Texans,,9.34,9.44,,
10483,2013,CB,Dax Swanson,Sam Houston State,,,,"No full workout, hamstring on 1st 40",3.59,3.45,,
10484,2013,QB,Dayne Crist,Kansas,,,,,4.52,4.82,,
10485,2013,WR,DeAndre Hopkins,Clemson,1,27,Texans,"|ProBowl|1.25kREC-2018,2015;2017|1kREC-2018,2014;2015;2017|750REC-2018,2013;2014;2015;2016;2017|No bench, shoulder/No 3cone, Calves",5.22,4.94,,
10486,2013,CB,Dee Milliner,Alabama,1,9,Jets,"Combine  No bench, shoulder/Pro day  No workout, Coming off March 2013 shoulder surgery",9.07,8.89,,
10487,2013,TE,Demetrius Harris,Wisconsin - Whitewater,,,,,,,,
10488,2013,LB,Demetrius Hartsfield,Maryland,,,,,,,,
10489,2013,CB,Demetrius McCray,Appalachian State,7,210,Jaguars,,4.65,4.56,,
10490,2013,CB,Demontre Hurst,Oklahoma,,,,,4.96,4.77,,
10491,2013,WR,Denard Robinson,Michigan,5,135,Jaguars,"No bench, shoulder INJ",7.14,7.02,,
10492,2013,RB,Dennis Johnson,Arkansas,,,,,4.18,4.13,,
10493,2013,CB,Desmond Trufant,Washington,1,22,Falcons,"|ProBowl|No 3cone, ankle",9.86,9.87,,
10494,2013,CB,Deveron Carr,Arizona State,,,,,6.53,6.26,,
10495,2013,CB,Devin Smith,Wisconsin,,,,,8.52,8.56,,
10496,2013,DE,Devin Taylor,South Carolina,4,132,Lions,,9.63,9.63,,
10497,2013,WR,DeVonte Christopher,Utah,,,,,1.38,1.39,,
10498,2013,LB,DeVonte Holloman,South Carolina,6,185,Cowboys,,5.01,4.92,,
10499,2013,DT,Dewayne Cherrington,Mississippi State,,,,,0.69,0.53,,
10500,2013,SS,Dexter McCoil,Tulsa,,,,,4.95,3.97,,
10501,2013,LB,Dion Jordan,Oregon,1,3,Dolphins,"No bench, shoulder INJ",9.28,9.21,,
10502,2013,TE,Dion Sims,Michigan State,4,106,Dolphins,,7.78,7.76,,
10503,2013,RB,Dominique Whaley,Oklahoma,,,,,5.6,5.37,,
10504,2013,SS,Don Jones,Arkansas State,7,250,Dolphins,,7.49,6.91,,
10505,2013,SS,Drew Frey,Cincinnati,,,,,,,,
10506,2013,OC,Drew Schaefer,Washington,,,,,2.53,2.27,,
10507,2013,SS,Duke Williams,Nevada,4,105,Bills,"No full workout, toe",7.77,7.12,,
10508,2013,WR,Duron Carter,Florida Atlantic,,,,,7.38,7.25,,
10509,2013,SS,Duron Harmon,Rutgers,3,91,Patriots,,6.59,5.45,,
10510,2013,K,Dustin Hopkins,Florida State,6,177,Bills,,,,,
10511,2013,CB,Dwayne Gratz,Connecticut,3,64,Jaguars,,9.36,9.27,,
10512,2013,DE,Earl Okine,Florida,,,,,5.46,5.53,,
10513,2013,OG,Earl Watford,James Madison,4,116,Cardinals,,7.46,7.37,,
10514,2013,SS,Earl Wolff,North Carolina State,5,136,Eagles,"No full workout, choice",9.77,9.67,,
10515,2013,RB,Eddie Houghton,Holy Cross,,,,,0.62,0.43,,
10516,2013,RB,Eddie Lacy,Alabama,2,61,Packers,"|ProBowl|No Combine workout, Medical (Knee & Shoulder)",4.75,4.59,,
10517,2013,OG,Edmond Kugbila,Valdosta State,,,,,6.59,6.35,,
10518,2013,OG,Edmund Kugbila,Valdosta State,4,108,Panthers,,6.59,6.35,,
10519,2013,QB,EJ Manuel,Florida State,1,16,Bills,,9.69,9.7,,
10520,2013,DE,Elie Ngoyi,Bishop's’s,,,,,2.86,2.77,,
10521,2013,OT,Emmett Cleary,Boston College,,,,,8.53,8.46,,
10522,2013,OG,Eric Armitage,Western University,,,,,2.69,2.29,,
10523,2013,FB,Eric Breitenstein,Wofford,,,,,6.57,5.98,,
10524,2013,OT,Eric Fisher,Central Michigan,1,1,Chiefs,,9.86,9.84,,
10525,2013,OG,Eric Herman,Ohio,7,225,Giants,,6.24,6.03,,
10526,2013,OC,Eric Kush,California,6,170,Chiefs,,9.87,9.89,,
10527,2013,LB,Eric Martin,Nebraska,,,,,8.69,8.56,,
10528,2013,FS,Eric Reid,Louisiana State,1,18,49ers,|ProBowl|,9.58,9.59,,
10529,2013,WR,Eric Rogers,California Lutheran,,,,,7.92,7.82,,
10530,2013,FB,Eric Stevens,California,,,,,6.1,5.65,,
10531,2013,WR,Erik Highsmith,North Carolina,,,,,5.91,5.65,,
10532,2013,LB,Etienne Sabino,Ohio State,,,,"No full workout, hamstring on 1st 40",6.53,6.38,,
10533,2013,DT,Everett Dawkins,Florida State,7,229,Vikings,,4.81,4.26,,
10534,2013,DE,Ezekiel Ansah,Brigham Young,1,5,Lions,"|ProBowl|12.5SACK-2015|10SACKS-2015,2017|7.5SACK-2013,2014,2015,2017|",9.73,9.8,,
10535,2013,WR,Frankie Hammond,Nebraska,,,,,7.71,7.69,,
10536,2013,DE,Freddie Bishop,Western Michigan,,,,,5.91,5.68,,
10537,2013,FS,Freddy Young,New Mexico,,,,,9.5,9.51,,
10538,2013,OT,Garrett Gilkey,Chadron State,7,227,Browns,,8.5,8.45,,
10539,2013,TE,Gavin Escobar,San Diego State,2,47,Cowboys,"No bench, shoulder",6.04,6.22,,
10540,2013,QB,Geno Smith,West Virginia,2,39,Jets,,9.5,9.48,,
10541,2013,RB,George Winn,Cincinnati,,,,"No full workout, hamstring",4.09,3.79,,
10542,2013,LB,Gerald Hodges,Penn State,4,120,Vikings,"No full workout, hamstring",6.14,5.87,,
10543,2013,DE,Gerald Rivers,Mississippi,,,,,9.23,9.17,,
10544,2013,DT,Gilbert Pena,Mississippi,,,,,0.85,0.61,,
10545,2013,RB,Giovani Bernard,North Carolina,2,37,Bengals,,7.53,7.42,,
10546,2013,DE,Glenn Foster,Illinois,,,,,9.85,9.82,,
10547,2013,OC,Graham Pocic,Illinois,,,,,,,,
10548,2013,CB,Greg Reid,Valdosta State,,,,"No Combine workout, Medical (Knee)",0.48,0.45,,
10549,2013,WR,Guillaume Rioux,Laval,,,,,1.85,1.74,,
10550,2013,LB,Herman Lathers,Tennessee,,,,,6.04,5.97,,
10551,2013,OG,Hugh Thornton,Illinois,3,86,Colts,"No full workout, knee",9.65,9.58,,
10552,2013,FB,Isaac Dell,Wilfrid Laurier,,,,,7.9,7.62,,
10553,2013,RB,Isi Sofele,California,,,,,5.07,4.86,,
10554,2013,OG,Ivory Wade,Baylor,,,,,7.13,6.91,,
10555,2013,OG,J.C. Tretter,Cornell,4,122,Packers,,9.61,9.64,,
10556,2013,SS,J.J. Wilcox,Georgia Southern,3,80,Cowboys,,8.77,8.15,,
10557,2013,TE,Jack Doyle,Western Kentucky,,,,|ProBowl|,,,,
10558,2013,LB,JaGared Davis,Southern Methodist,,,,,2.21,1.78,,
10559,2013,SS,Jahleel Addae,Central Michigan,,,,,4.72,3.21,,
10560,2013,FS,Jakar Hamilton,South Carolina State,,,,,4.58,4.14,,
10561,2013,LB,Jake Knott,Iowa State,,,,"No Combine workout, Medical (Shoulder)",5.07,4.98,,
10562,2013,DT,Jake McDonough,Iowa State,,,,,4.28,3.62,,
10563,2013,QB,Jake Mullin,McMurry,,,,,4.17,4.51,,
10564,2013,TE,Jake Stoneburner,Ohio State,,,,,8.36,8.12,,
10565,2013,OG,Jamaal Johnson-Webb,Alabama A&M,,,,,3.28,2.83,,
10566,2013,CB,Jamar Taylor,Boise State,2,54,Dolphins,,9.56,9.49,,
10567,2013,OC,James Ferentz,Iowa,,,,,5.47,5.64,,
10568,2013,QB,James Vandenberg,Iowa,,,,,5.64,5.84,,
10569,2013,LB,Jamie Collins,Southern Mississippi,2,52,Patriots,|ProBowl|,9.34,9.33,,
10570,2013,SS,Jamoris Slaughter,Notre Dame,6,175,Browns,"No Combine workout, Medical (Achilles)",,,,
10571,2013,DT,Jared Smith,New Hampshire,7,241,Seahawks,,9.24,9.15,,
10572,2013,LB,Jarell Childs,Kansas State,,,,,7.55,7.27,,
10573,2013,WR,Jaron Brown,Clemson,,,,,9.75,9.72,,
10574,2013,LB,Jarvis Jones,Georgia,1,17,Steelers,"No Combine workout, Choice",2.69,2.58,,
10575,2013,OT,Jason Weaver,Southern Mississippi,,,,,0.96,1.04,,
10576,2013,WR,Jasper Collins,Mount Union,,,,,6.77,6.68,,
10577,2013,RB,Jawan Jamison,Rutgers,7,228,Redskins,"No full workout, Groin",0.36,0.24,,
10578,2013,SS,Jawanza Starling,Southern California,,,,,7.12,6.03,,
10579,2013,LB,Jayson DiManche,Southern Illinois,,,,,9.2,9,,
10580,2013,OG,Jeff Baca,UCLA,6,196,Vikings,,9.08,9.13,,
10581,2013,FS,Jeff Heath,Saginaw Valley State,,,,,8.82,8.82,,
10582,2013,P,Jeff Locke,UCLA,5,155,Vikings,,,,,
10583,2013,OT,Jeff Nady,Nevada,,,,,3.01,3.25,,
10584,2013,QB,Jeff Tuel,Washington State,,,,,9.34,9.39,,
10585,2013,LB,Jelani Jenkins,Florida,4,104,Dolphins,"No full workout, foot INJ",8.17,8.13,,
10586,2013,LB,Jeremiah Green,Nevada,,,,,9.89,9.87,,
10587,2013,CB,Jeremy Harris,New Mexico State,7,208,Jaguars,,6.75,6.45,,
10588,2013,LB,Jeremy Kimbrough,Appalachian State,,,,,6.53,6.41,,
10589,2013,OT,Jeremy Vujnovich,Louisiana College,,,,,9,9.07,,
10590,2013,RB,Jeremy Wright,Louisville,,,,,7.52,7.18,,
10591,2013,CB,Jermaine Gabriel,Calgary Colts,,,,,6.32,6.18,,
10592,2013,DT,Jesse Williams,Alabama,5,137,Seahawks,"No Combine workout, Medical (Knee)",8.06,7.85,,
10593,2013,WR,Jheranie Boyd,North Carolina,,,,,8.58,8.36,,
10594,2013,OT,Joe Caprioglio,Colorado State,,,,,7.06,7.01,,
10595,2013,DE,Joe Kruger,Utah,7,212,Eagles,,8.22,8.14,,
10596,2013,OC,Joe Madsen,West Virginia,,,,,4.71,4.72,,
10597,2013,DT,Joe Vellano,Maryland,,,,,3.2,2.47,,
10598,2013,FS,John Boyett,Oregon,6,192,Colts,"No Combine workout, Medical (Both Knees)",,,,
10599,2013,DT,John Jenkins,Georgia,3,82,Saints,"No Combine workout, Medical (Back)",3.89,3.22,,
10600,2013,LB,John Lotulelei,UNLV,,,,,5.74,5.59,,
10601,2013,DE,John Miniaci,Queen’s,,,,,0.06,0.06,,
10602,2013,LB,John Simon,Ohio State,4,129,Ravens,"No Combine workout, Medical (Shoulder)",8.38,8.18,,
10603,2013,OT,John Wetzel,Boston College,,,,,3.53,3.82,,
10604,2013,RB,Johnathan Franklin,UCLA,4,125,Packers,,6.39,6.08,,
10605,2013,DT,Johnathan Hankins,Ohio State,2,49,Giants,,3.59,2.79,,
10606,2013,CB,Johnny Adams,Michigan State,,,,"No full workout, hamstring",4.06,3.97,,
10607,2013,CB,Johnthan Banks,Mississippi State,2,43,Buccaneers,,3.72,3.52,,
10608,2013,LB,Jon Bostic,Florida,2,50,Bears,,8.83,8.69,,
10609,2013,OG,Jonathan Cooper,North Carolina,1,7,Cardinals,,7.82,7.71,,
10610,2013,SS,Jonathan Cyprien,Florida International,2,33,Jaguars,"No full workout, hamstring/No bench, shoulder",8.07,7.33,,
10611,2013,SS,Jonathan Meeks,Clemson,5,143,Bills,,5.12,4,,
10612,2013,LB,Jonathan Stewart,Texas A&M,,,,,6.3,6.18,,
10613,2013,LB,Joplo Bartu,Texas State,,,,,7.78,7.63,,
10614,2013,FS,Jordan Dangerfield,Towson,,,,,9.06,9.1,,
10615,2013,OT,Jordan Devey,Memphis,,,,,4.48,4.7,,
10616,2013,DT,Jordan Hill,Penn State,3,87,Seahawks,,3.65,3,,
10617,2013,SS,Jordan Kovacs,Michigan,,,,,7.18,5.79,,
10618,2013,OT,Jordan Mills,Louisiana Tech,5,163,Bears,,3.39,3.8,,
10619,2013,CB,Jordan Poyer,Oregon State,7,218,Eagles,,5.63,5.32,,
10620,2013,TE,Jordan Reed,Florida,3,85,Redskins,"|ProBowl|750REC-2015|No full workout, Knee",3.33,3.78,,
10621,2013,QB,Jordan Rodgers,Vanderbilt,,,,,,,,
10622,2013,TE,Jordan Thompson,Ohio,,,,,4.72,5.05,,
10623,2013,LB,Jory Johnson,Connecticut,,,,,1.64,1.29,,
10624,2013,TE,Joseph Fauria,UCLA,,,,"No Combine workout, Medical (Hand)",6.74,6.87,,
10625,2013,RB,Joseph Randle,Oklahoma State,5,151,Cowboys,"No full workout, hand/No bench, hand",6.54,6.29,,
10626,2013,WR,Josh Boyce,Texas Christian,4,102,Patriots,,9.62,9.6,,
10627,2013,DT,Josh Boyd,Mississippi State,5,167,Packers,,7.51,7.28,,
10628,2013,FS,Josh Evans,Florida,6,169,Jaguars,,8.25,8.36,,
10629,2013,TE,Josh Hill,Idaho State,,,,,9.64,9.45,,
10630,2013,CB,Josh Johnson,Purdue,,,,,2.39,2.2,,
10631,2013,OG,Josh Kline,Kent State,,,,,7.89,7.77,,
10632,2013,WR,Josh Lenz,Iowa State,,,,,9.6,9.59,,
10633,2013,LB,Josh Martin,Columbia,,,,,9.12,9.05,,
10634,2013,OG,Josh Prinsen,Queen’s,,,,,4.84,4.56,,
10635,2013,CB,Jumal Rolle,Catawba,,,,,8.85,8.78,,
10636,2013,TE,Justice Cunningham,South Carolina,7,254,Colts,"No bench, shoulder",3.85,4.14,,
10637,2013,WR,Justin Brown,Oklahoma,6,186,Steelers,,4.87,4.63,,
10638,2013,WR,Justin Chapdelaine,Queen’s,,,,,0.53,0.53,,
10639,2013,WR,Justin Hunter,Tennessee,2,34,Titans,"No 3cone, Hamstring",8.83,8.68,,
10640,2013,OG,Justin Pugh,Syracuse,1,19,Giants,,8.95,8.87,,
10641,2013,DE,Justin Staples,Illinois,,,,,6.99,6.65,,
10642,2013,LB,Justin Tuggle,Kansas State,,,,,6.01,5.92,,
10643,2013,CB,Kahlid Wooten,Nevada,,,,,5.82,5.48,,
10644,2013,SS,Kanorris Davis,Troy,,,,,7.98,6.97,,
10645,2013,DT,Kapron Lewis-Moore,Notre Dame,6,200,Ravens,"No Combine workout, Medical (Knee)",,,,
10646,2013,DE,Kareem Ba,UBC,,,,,3.54,3.32,,
10647,2013,DT,Kawann Short,Purdue,2,44,Panthers,"|ProBowl|10SACKS-2015|7.5SACK-2015,2017|No Combine workout, Medical (Hamstring)",5.71,4.97,,
10648,2013,CB,Kayvon Webster,South Florida,3,90,Broncos,"No full workout, toe",8.79,8.63,,
10649,2013,TE,Keavon Milton,Louisiana-Monroe,,,,,4,4.46,,
10650,2013,SS,Keelan Johnson,Arizona State,,,,,8.2,7.55,,
10651,2013,WR,Keenan Allen,California,3,76,Chargers,"|ProBowl|1.25kREC-2017|1kREC-2013;2017|750REC-2013;2014;2017|No Combine workout, Medical (Ankle)",,,,
10652,2013,LB,Keith Pough,Howard,,,,,3.12,2.72,,
10653,2013,FB,Kelly Johnson,Alabama,,,,,3.69,3.39,,
10654,2013,SS,Kemal Ishmael,Central Florida,7,243,Falcons,,7.48,6.52,,
10655,2013,WR,Kenbrell Thompkins,Cincinnati,,,,,5.37,5.24,,
10656,2013,RB,Kendall Gaskins,Richmond,,,,,3.53,3.46,,
10657,2013,RB,Kendial Lawrence,Missouri,,,,,8.48,8.13,,
10658,2013,RB,Kenjon Barner,Oregon,6,182,Panthers,,6.51,6.34,,
10659,2013,DE,Kenneth Boatright,Southern Illinois,,,,,8.07,7.8,,
10660,2013,LB,Kenny Demens,Michigan,,,,,4.21,4,,
10661,2013,RB,Kenny Miles,South Carolina,,,,,6.18,5.86,,
10662,2013,WR,Kenny Stills,Oklahoma,5,144,Saints,"|750REC-2014;2017|No 3cone, Hamstring",7.32,7.13,,
10663,2013,SS,Kenny Tate,Maryland,,,,,4.78,3.09,,
10664,2013,FS,Kenny Vaccaro,Texas,1,15,Saints,,8.08,7.97,,
10665,2013,RB,Kerwynn Williams,Utah State,7,230,Colts,,4.96,4.72,,
10666,2013,WR,Kevin Dorsey,Maryland,7,224,Packers,,7.9,7.66,,
10667,2013,LB,Kevin Minter,Louisiana State,2,45,Cardinals,"No full workout, choice",3.98,3.78,,
10668,2013,LB,Kevin Reddick,North Carolina,,,,"No full workout, hamstring",6.48,6.19,,
10669,2013,OG,Kevin Saia,Louisiana Tech,,,,,3.64,3.14,,
10670,2013,OC,Khaled Holmes,Southern California,4,121,Colts,"No Combine workout, pec strain during bench",5.13,5.11,,
10671,2013,CB,Khalid Wooten,Indiana,6,202,Titans,,5.82,5.48,,
10672,2013,LB,Khaseem Greene,Rutgers,4,117,Bears,,4.48,4.41,,
10673,2013,RB,Khiry Robinson,West Texas A&M,,,,,5.98,5.55,,
10674,2013,LB,Kiko Alonso,Oregon,2,46,Bills,"No Combine workout, Medical (Wrist)",7.81,7.84,,
10675,2013,OG,Kitt OBrien,Ball State,,,,,8.49,8.31,,
10676,2013,RB,Knile Davis,Arkansas,3,96,Chiefs,,9.63,9.46,,
10677,2013,CB,Kristopher Robertson,Concordia,,,,,4.63,4.54,,
10678,2013,DT,Kwame Geathers,Georgia,,,,"No bench, knee",1.07,0.79,,
10679,2013,FB,Kyle Juszczyk,Harvard,4,130,Ravens,|ProBowl|,9.84,9.79,,
10680,2013,OG,Kyle Long,Oregon,1,20,Bears,|ProBowl|,9.84,9.84,,
10681,2013,LB,Kyle Norris,Saint Mary's,,,,,5.58,5.47,,
10682,2013,OC,Kyle Quinn,Arizona,,,,,4.01,3.83,,
10683,2013,OC,Kyle Wilborn,Troy,,,,,3.9,3.72,,
10684,2013,FB,Kyler Reed,Nebraska,,,,,9.95,9.96,,
10685,2013,OT,LaAdrian Waddle,Texas Tech,,,,,4.55,4.82,,
10686,2013,OG,Lamar Mady,Youngstown State,,,,,2.48,2.07,,
10687,2013,QB,Landry Jones,Oklahoma,4,115,Steelers,,5.2,5.29,,
10688,2013,OT,Lane Johnson,Oklahoma,1,4,Eagles,|ProBowl|,9.94,9.96,,
10689,2013,OG,Lane Taylor,Oklahoma State,,,,,3.99,3.47,,
10690,2013,WR,Lanear Sampson,Baylor,,,,,6.64,6.56,,
10691,2013,LB,LaRoy Reynolds,Virginia,,,,,9.36,9.15,,
10692,2013,OG,Larry Warford,Kentucky,3,65,Lions,|ProBowl|,2.53,2.11,,
10693,2013,RB,Latavius Murray,Central Florida,6,181,Raiders,|ProBowl|1kRUSH-2015|750RUSH-2015;2016;2017|,9.89,9.84,,
10694,2013,DE,Lavar Edwards,Louisiana State,5,142,Titans,"No bench, shoulder",8.22,7.98,,
10695,2013,DT,Lawrence Okoye,No College,,,,,10,10,,
10696,2013,CB,Leon McFadden,San Diego State,3,68,Browns,,4.3,4.18,,
10697,2013,LB,Lerentee McCray,Florida,,,,"No Combine workout, Medical (Shoulder)",,,,
10698,2013,RB,Le'Veon Bell,Michigan State,2,48,Steelers,|ProBowl|1.25kRUSH-2014;2016;2017|1kRUSH-2014;2016;2017|750RUSH-2014;2016;2017|750REC-2014|,9.01,8.91,,
10699,2013,TE,Levine Toilolo,Stanford,4,133,Falcons,,5.26,5.54,,
10700,2013,DT,Linden Gaydosh,Calgary,,,,,6.95,6.71,,
10701,2013,CB,Logan Ryan,Rutgers,3,83,Patriots,,5.93,5.82,,
10702,2013,FB,Lonnie Pryor,Florida State,,,,,3.64,3.35,,
10703,2013,TE,Lucas Reed,New Mexico,,,,,9.66,9.62,,
10704,2013,FS,Luke Anderson,Wyoming,,,,,6.61,6.33,,
10705,2013,OT,Luke Joeckel,Texas A&M,1,2,Jaguars,,7.49,7.51,,
10706,2013,OT,Luke Marquardt,Azusa Pacific,,,,"No Combine workout, Medical (Foot)",,,,
10707,2013,TE,Luke Willson,Rice,5,158,Seahawks,,9.95,9.9,,
10708,2013,LB,Maalik Bomar,Cincinnati,,,,,5.11,5.01,,
10709,2013,DE,Malliciah Goodman,Clemson,4,127,Falcons,"No full workout, ankle",6.4,6.13,,
10710,2013,OG,Manase Foketi,West Texas A&M,,,,,2.59,2.2,,
10711,2013,LB,Manti Teo,Notre Dame,2,38,Chargers,,5.12,4.94,,
10712,2013,CB,Marc Anthony,California,7,247,Ravens,,4.92,4.91,,
10713,2013,CB,Marcus Burley,Delaware,,,,,8.13,7.89,,
10714,2013,CB,Marcus Cooper,Rutgers,7,252,49ers,,8.92,8.83,,
10715,2013,CB,Marcus Cromartie,Wisconsin,,,,,8.6,8.42,,
10716,2013,WR,Marcus Davis,Virginia Tech,,,,"No shuttles, choice",7.44,7.29,,
10717,2013,RB,Marcus Lattimore,South Carolina,4,131,49ers,"No Combine workout, Medical (Knee)",,,,
10718,2013,DE,Margus Hunt,Southern Methodist,2,53,Bengals,,9.93,9.93,,
10719,2013,OC,Mario Benavides,Louisville,,,,,3.99,3.76,,
10720,2013,WR,Mark Harrison,Rutgers,,,,"No 3cone, Calves",9.4,9.31,,
10721,2013,OG,Mark Jackson,Glenville State,,,,,1.18,0.82,,
10722,2013,FS,Mark Watley,Arizona,,,,,8.76,8.68,,
10723,2013,WR,Markus Wheaton,Oregon State,3,79,Steelers,,8.25,8.37,,
10724,2013,WR,Marlon Brown,Georgia,,,,"No Combine workout, Medical (Knee)",,,,
10725,2013,QB,MarQueis Gray,Minnesota,,,,,7.96,7.96,,
10726,2013,WR,Marquess Wilson,Washington State,7,236,Bears,,7.07,7.05,,
10727,2013,WR,Marquise Goodwin,Texas,3,78,Bills,"|750REC-2017|No full workout, Calves",9.35,9.27,,
10728,2013,OT,Martin Wallace,Temple,,,,,8.35,8.39,,
