PLAYERID,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE,ARMLENGTH,HANDSIZE
18770,,,,,,,,,,
18771,,,,,,,,,,
18772,,,,,,,,,,
18773,,,,,,,,,,
18774,,,,,,,,,,
18775,,,,,,,,,,
18776,,,,,,,,,,
18777,,,,,,,,,,
18778,,,,,,,,,,
18779,4.57,2.6,1.56,8,41,,,,33.125,9.75
18780,4.7,2.69,1.61,,,,,,32.25,9.5
18781,4.5,2.6,1.55,15,34.5,909,,6.78,30.375,9
18782,,,,,,,,,,
18783,,,,,,,,,,
18784,,,,,,,,,,
18785,,,,,,,,,32.75,9.375
18786,,,,,,,,,,
18787,,,,,,,,,,
18788,,,,,,,,,,
18789,4.59,2.7,1.64,14,36,1001,4.27,6.96,,
18790,4.45,2.58,1.53,,38.5,1010,4.09,6.6,,
18791,,,,,,,,,,
18792,,,,,,,,,,
18793,4.53,2.62,1.62,18,35,1001,4.46,7.26,31.125,8.875
18794,,,,,,,,,,
18795,,,,,,,,,,
18796,,,,,,,,,,
18797,,,,,,,,,,
18798,,,,,,,,,,
18799,,,,,,,,,,
18800,,,,,,,,,,
18801,,,,,,,,,,
18802,,,,,,,,,,
18803,,,,,,911,,,31.375,9.125
18804,,,,,,,,,,
18805,,,,,,,,,,
18806,,,,,,,4.29,6.94,31.625,8.625
18807,,,,,,,,,,
18808,,,,,,,,,,
18809,,,,,,,,,,
18810,,,,,,,,,,
18811,,,,,,,,,,
18812,,,,,,,,,,
18813,,,,,,,,,,
18814,,,,,,,,,,
18815,,,,,,,,,,
18816,,,,,,,,,,
18817,,,,,,,,,,
18818,,,,,,,,,31.375,9.625
18819,,,,,,,,,,
18820,,,,,,,,,,
18821,,,,,,,,,,
18822,,,,,,,,,,
18823,,,,,,,,,,
18824,,,,,,,,,,
18825,,,,,,,,,,
18826,,,,,,,,,,
18827,,,,,,,,,,
18828,,,,,,,,,,
18829,,,,,,,,,,
18830,,,,,,,,,,
18831,,,,,,,,,,
18832,,,,,,,,,,
18833,,,,,,,,,,
18834,4.43,2.56,1.53,18,41,1008,4.2,7.12,,
18835,,,,,,,,,,
18836,,,,,,,,,,
18837,,,,,,,,,,
18838,,,,,,,,,,
18839,,,,,,,,,,
18840,,,,,,,,,,
18841,,,,,,,,,,
18842,,,,,,,,,,
18843,,,,,,,,,,
18844,,,,,,,,,,
18845,,,,,,,,,,
18846,4.56,2.65,1.59,17,36.5,1006,4.39,7.46,,9
18847,,,,,,,,,,
18848,,,,,,,,,,
18849,,,,,,,,,,
18850,4.58,2.65,1.6,25,40,911,,7.15,,9.875
18851,,,,,,,,,,
18852,,,,,,,,,,
18853,,,,,,,,,,
18854,,,,,,,,,,
18855,,,,,,,,,29.625,8.875
18856,,,,,,,,,30.5,8.625
18857,4.62,,,,,,4,6.7,29.25,9.125
18858,,,,,,,,,,
18859,,,,,,,,,30.5,9.375
18860,,,,,,,,,31.625,9.125
18861,,,,,,,,,31.625,9.625
18862,,,,,,,,,30.897,9.375
18863,,,,,,,,,31,9.25
18864,,,,,,,,,,
18865,,,,,,,,,,
18866,4.6,2.7,1.63,11,31.5,,,,,
18867,,,,,,,,,31,9.5
18868,,,,,,,,,,
18869,,,,,,,,,31.5,9.25
18870,,,,,,,,,,
18871,4.62,2.75,1.66,,,,,,32.75,9.5
18872,4.85,2.81,1.75,14,35,910,4.3,7.16,,
18873,,,,,,,,,,
18874,,,,,,,,,,
18875,,,,,,,,,,
18876,,,,,,,,,,
18877,,,,17,38,1003,,,,
18878,4.56,2.64,1.63,16,37,910,4.06,6.83,,
18879,,,,,,,,,,
18880,,,,,,,,,31.25,9
18881,,,,,,,,,,
18882,,,,,,,,,,
18883,,,,,,,,,,
18884,,,,,,,,,,
18885,,,,,,,,,,
18886,,,,,,,,,,
18887,4.61,2.68,1.62,,34,1002,,,,
18888,4.71,2.69,1.82,12,34,907,,,,
18889,,,,,,,,,,
18890,,,,,,,,,,
18891,,,,,,,,,,
18892,,,,,,,,,,
18893,,,,,,,,,,
18894,,,,,,,,,,
18895,,,,,,,,,,
18896,,,,,,,,,,
18897,,,,,,,,,,
18898,,,,,,,,,,
18899,,,,,,,,,,
18900,,,,,,,,,,
18901,,,,,,,,,,
18902,,,,,,,,,,
18903,,,,,,,,,,
18904,,,,,,,,,,
18905,,,,,,,,,,
18906,,,,,,,,,,
18907,,,,,,,,,,
18908,,,,,,,,,,
18909,,,,,,,,,,
18910,,,,,,,,,,
18911,,,,,,,,,,
18912,,,,,,,,,,
18913,,,,,,,,,,
18914,,,,,,,,,,
18915,,,,,,,,,,
18916,,,,,,,,,,
18917,,,,,,,,,,
18918,,,,,,,,,,
18919,,,,,,,,,,
18920,,,,,,,,,,
18921,,,,,,,,,,
18922,,,,,,,,,,
18923,,,,,,,,,,
18924,,,,,,,,,,
18925,,,,,,,,,,
18926,,,,,,,,,,
18927,,,,,,,,,,
18928,,,,,,,,,,
18929,4.67,2.64,1.63,16,40,910,4.27,7.2,,
18930,,,,,,,,,,
18931,,,,,,,,,,
18932,,,,,,,,,,
18933,,,,,,,,,,
18934,,,,,,,,,,
18935,,,,,,,,,,
18936,,,,,,,,,,
18937,,,,,,,,,,
18938,,,,,,,,,,
18939,,,,,,,,,32,9.125
18940,,,,,,,,,,
18941,,,,,,,,,,
18942,,,,,,,,,,
18943,,,,,,,,,,
18944,,,,,,,,,,
18945,,,,,,,,,,
18946,,,,,,,,,,
18947,,,,,,,,,,
18948,,,,,,,,,,
18949,,,,,,,,,,
18950,,,,,,,,,,
18951,,,,,,,,,,
18952,,,,,,,,,33.5,9.75
18953,,,,,,,,,,
18954,,,,,,,,,,
18955,,,,,,,,,,
18956,,,,,,,,,,
18957,,,,,,,,,,
18958,,,,,,,,,,
18959,,,,,,,,,,
18960,,,,,,,,,,
18961,,,,,,,,,,
18962,,,,,,,,,,
18963,,,,,,,,,,
18964,,,,,,,,,34.25,10.25
18965,,,,,,,,,,
18966,,,,,,,,,,
18967,,,,,,,,,,
18968,,,,,,,,,,
18969,,,,,,,,,,
18970,,,,,,,,,,
18971,,,,,,,,,,
18972,,,,,,,,,,
18973,,,,,,,,,,
18974,,,,,,,,,,
18975,,,,,,,,,,
18976,,,,,,,,,,
18977,,,,,,,,,,
18978,,,,,,,,,,
18979,,,,,,,,,,
18980,,,,,,,,,,
18981,,,,,,,,,,
18982,,,,,,,,,,
18983,,,,,,,,,,
18984,,,,,,,,,,
18985,,,,,,,,,,
18986,,,,,,,,,,
18987,,,,,,,,,,
18988,,,,,,,,,,
18989,,,,,,,,,,
18990,,,,,,,,,,
18991,,,,,,,,,,
18992,,,,,,,,,28.4,9.5
18993,,,,,,,,,,
18994,,,,,,,,,,
18995,,,,,,,,,,
18996,,,,,,,,,,
18997,,,,,,,,,,
18998,,,,,,,,,,
18999,,,,,,,,,,
19000,,,,,,,,,,
19001,,,,,,,,,,
19002,,,,,,,,,,
19003,,,,,,,,,,
19004,,,,,,,,,,
19005,,,,,,,,,,
19006,,,,,,,,,,
19007,,,,,,,,,,
19008,,,,,,,,,,
19009,,,,,,,,,,
19010,,,,,,,,,,
19011,,,,,,,,,,
19012,,,,,,,,,30.75,9.75
19013,,,,,,,,,29.75,9.375
19014,,,,,,,,,31.625,9.5
19015,,,,,29.5,,,,31,9.375
19016,,,,,,,,,31.5,10
19017,4.64,2.63,1.6,18,35,904,,,31.625,10.125
19018,,,,,,,,,28.875,8.5
19019,,,,,,,,,30.375,9.25
19020,,,,,,,,,,
19021,4.57,2.64,1.58,10,36,906,4.44,7.1,30.125,8.875
19022,,,,,,,,,,
19023,,,,,,,,,31.375,9.25
19024,,,,,,,,,,
19025,,,,,,,,,,
19026,,,,,,,,,,
19027,,,,,,,,,,
19028,,,,,,,,,30.375,9.25
19029,,,,,,,,,,
19030,,,,,,,,,,
19031,,,,,,,,,,
19032,,,,,,,,,30.375,9
19033,,,,,,,,,,
19034,,,,,,,,,,
19035,,,,,,,,,,
19036,,,,,,,,,31,8.625
19037,,,,,,,,,,
19038,,,,,,,,,,
19039,,,,,,,,,,
19040,,,,,,,,,,
19041,,,,,,,,,,
19042,,,,,,,,,,
19043,,,,,,,,,,
19044,,,,,,,,,,
19045,,,,,,,,,,
19046,,,,,,,,,,
19047,,,,,,,,,,
19048,,,,,,,,,,
19049,,,,,,,,,,
19050,,,,,,,,,31,10
19051,,,,,,,,,,
19052,,,,,,,,,,
19053,,,,,,,,,,
19054,,,,,,,,,,
19055,,,,,,,,,,
19056,,,,,,,,,,
19057,,,,,,,,,,
19058,,,,,,,,,,
19059,,,,,,,,,,
19060,,,,,,,,,,
19061,,,,,,,,,,
19062,,,,,,,,,,
19063,,,,,,,,,30.625,9.25
19064,,,,,,,,,,
19065,,,,,,,,,,
19066,,,,,,,,,,
19067,,,,,,,,,,
19068,,,,,,,,,,
19069,,,,,,,,,,
19070,,,,,,,,,,
19071,,,,,,,,,,
19072,,,,,,,,,,
19073,,,,,,,,,,
19074,,,,,,,,,,
19075,,,,,,,,,,
19076,,,,,,,,,31,9.125
19077,,,,,,,,,,
19078,,,,,,,,,,
19079,,,,,,,,,,
19080,,,,,,,,,,
19081,,,,,,,,,,
19082,,,,,,,,,,
19083,,,,,,,,,,
19084,,,,,,,,,,
19085,,,,,,,,,,
19086,,,,,,,,,,
19087,,,,,,,,,,
19088,,,,,,,,,,
19089,,,,,,,,,,
19090,,,,,,,,,,
19091,,,,,,,,,,
19092,,,,,,,,,,
19093,,,,,,,,,,
19094,,,,,,,,,33.5,9.75
19095,,,,,,,,,,
19096,,,,,,,,,,
19097,,,,,,,,,33.75,9.375
19098,4.81,,,,,,,,31.875,9.375
19099,,,,,,,,,,
19100,,,,,,,,,,
19101,,,,,,,,,,
19102,,,,,,,,,,
19103,,,,,,,,,,
19104,,,,,,,,,,
19105,,,,,,,,,,
19106,,,,,,,,,,
19107,,,,,,,,,,
19108,,,,,,,,,,
19109,,,,,,,,,,
19110,,,,,,,,,,
19111,,,,,,,,,,
19112,,,,,,,,,32.625,10.25
19113,,,,,,,,,,
19114,,,,,,,,,,
19115,,,,,,,,,,
19116,,,,,,,,,,
19117,,,,,,,,,,
19118,4.78,,,14,,,,7.2,34.125,9.5
19119,,,,,,,,,,
19120,,,,,,,,,,
19121,,,,,,,,,,
19122,,,,,,,,,,
19123,,,,,,,,,,
19124,,,,,,,,,,
19125,,,,,,,,,,
19126,,,,,,,,,,
19127,,,,,,,,,,
19128,,,,,,,,,,
19129,,,,,,,,,,
19130,,,,,,,,,,
19131,,,,,,,,,,
19132,,,,,,,,,,
19133,,,,,,,,,34.125,9.875
19134,,,,,,,,,,
19135,,,,,,,,,33,9.625
19136,,,,,,,,,,
19137,,,,,,,,,,
19138,,,,,,,,,,
19139,,,,,,,,,,
19140,,,,,,,,,,
19141,,,,,,,,,,
19142,,,,,,,,,,
19143,,,,,,,,,,
19144,,,,,,,,,,
19145,,,,,,,,,,
19146,,,,,,,,,,
19147,,,,,,,,,,
19148,,,,,,,,,,
19149,,,,,,,,,,
19150,,,,,,,,,,
19151,,,,,,,,,,
19152,,,,,,,,,,
19153,,,,,,,,,,
19154,,,,,,,,,,
19155,,,,,,,,,,
19156,,,,,,,,,,
19157,,,,,,,,,,
19158,,,,,,,,,,
19159,,,,,,,,,,
19160,,,,,,,,,,
19161,,,,,,,,,,
19162,,,,,,,,,,
19163,,,,,,,,,,
19164,,,,,,,,,,
19165,,,,,,,,,,
19166,,,,,,,,,,
19167,,,,,,,,,,
19168,,,,,,,,,,
19169,,,,,,,,,,
19170,,,,,,,,,,
19171,,,,,,,,,,
19172,,,,,,,,,,
19173,,,,,,,,,,
19174,,,,,,,,,,
19175,,,,,,,,,,
19176,,,,,,,4.74,7.97,33.625,10.125
19177,,,,,,,,,35.25,10.25
19178,,,,16,,,,,33.375,9.75
19179,,,,,,,,,,
19180,,,,,,,,,,
19181,,,,,,,,,35.125,10
19182,,,,,,,,,,
19183,,,,,,,,,,
19184,,,,,,,,,,
19185,,,,,,,,,,
19186,,,,,,,,,,
19187,,,,,,,,,,
19188,,,,,,,,,,
19189,,,,,,,,,,
19190,,,,,,,,,32,10
19191,,,,,,,,,,
19192,,,,,,,,,,
19193,,,,,,,,,,
19194,,,,,,,,,,
19195,,,,,,,,,,
19196,,,,,,,,,34.375,10.125
19197,,,,,,,,,,
19198,,,,,,,,,,
19199,,,,,,,,,,
19200,,,,,,,,,,
19201,,,,,,,,,,
19202,,,,,,,,,,
19203,,,,,,,,,,
19204,,,,,,,,,,
19205,,,,,,,,,,
19206,,,,,,,,,,
19207,,,,,,,,,,
19208,,,,,,,,,,
19209,,,,,,,,,,
19210,,,,,,,,,,
19211,,,,,,,,,,
19212,,,,,,,,,,
19213,,,,,,,,,,
19214,,,,,,,,,,
19215,,,,,,,,,,
19216,,,,,,,,,,
19217,,,,,,,,,,
19218,,,,,,,,,,
19219,,,,,,,,,,
19220,,,,,,,,,,
19221,,,,,,,,,,
19222,,,,,,,,,,
19223,,,,,,,,,,
19224,,,,,,,,,,
19225,,,,,,,,,,
19226,,,,,,,,,,
19227,,,,,,,,,,
19228,,,,,,,,,,
19229,,,,,,,,,,
19230,,,,,,,,,,
19231,,,,,,,,,,
19232,,,,,,,,,,
19233,,,,,,,,,,
19234,,,,,,,,,,
19235,,,,,,,,,,
19236,,,,,,,,,,
19237,,,,,,,,,,
19238,,,,,,,,,,
19239,,,,,,,,,,
19240,,,,,,,,,,
19241,,,,,,,,,,
19242,,,,,,,,,,
19243,,,,,,,,,,
19244,,,,,,,,,,
19245,,,,,,,,,,
19246,,,,,,,,,,
19247,,,,,,,,,,
19248,,,,,,,,,,
19249,,,,,,,,,,
19250,,,,,,,,,,
19251,,,,,,,,,,
19252,,,,,,,,,,
19253,,,,,,,,,,
19254,,,,,,,,,,
19255,,,,,,,,,,
19256,,,,,,,,,,
19257,,,,,,,,,,
19258,,,,,,,,,,
19259,,,,,,,,,,
19260,,,,,,,,,,
19261,,,,,,,,,,
19262,,,,,,,,,,
19263,,,,,,,,,,
19264,,,,,,,,,,
19265,,,,,,,,,,
19266,,,,,,,,,,
19267,,,,,,,,,,
19268,,,,,,,,,,
19269,,,,,,,,,,
19270,,,,,,,,,,
19271,,,,,,,,,,
19272,,,,,,,,,32.375,10.125
19273,,,,,,,,,34.25,10
19274,,,,,,,,,,
19275,,,,,,,,,,
19276,,,,,,,,,34,9.75
19277,,,,,,,,,,
19278,,,,,,,,,32.5,9.5
19279,,,,,,,,,,
19280,,,,,,,,,34.75,9.875
19281,,,,,,,,,,
19282,,,,,,,,,,
19283,,,,,,,,,,
19284,,,,,,,,,,
19285,,,,,,,,,,
19286,,,,,,,,,,
19287,,,,,,,,,,
19288,,,,,,,,,,
19289,,,,,,,,,,
19290,,,,,,,,,,
19291,,,,,,,,,,
19292,,,,,,,,,,
19293,,,,,,,,,,
19294,,,,,,,,,,
19295,,,,,,,,,,
19296,,,,,,,,,,
19297,,,,,,,,,,
19298,,,,,,,,,,
19299,,,,,,,,,,
19300,,,,,,,,,,
19301,,,,,,,,,,
19302,,,,,,,,,,
19303,,,,,,,,,,
19304,,,,,,,,,,
19305,,,,,,,,,,
19306,,,,,,,,,,
19307,,,,,,,,,,
19308,,,,,,,,,,
19309,,,,,,,,,,
19310,,,,,,,,,,
19311,,,,,,,,,,
19312,,,,,,,,,,
19313,,,,,,,,,,
19314,,,,,,,,,,
19315,,,,,,,,,,
19316,,,,,,,,,,
19317,,,,,,,,,,
19318,,,,,,,,,,
19319,,,,,,,,,,
19320,,,,,,,,,,
19321,,,,,,,,,,
19322,,,,,,,,,,
19323,,,,,,,,,,
19324,,,,,,,,,,
19325,,,,,,,,,,
19326,,,,,,,,,,
19327,,,,,,,,,,
19328,,,,,,,,,,
19329,,,,,,,,,,
19330,,,,,,,,,,
19331,,,,,,,,,,
19332,,,,,,,,,,
19333,,,,,,,,,,
19334,,,,,,,,,,
19335,,,,,,,,,,
19336,,,,,,,,,,
19337,,,,,,,,,,
19338,,,,,,,,,,
19339,,,,,,,,,,
19340,,,,,,,,,,
19341,,,,,,,,,,
19342,,,,,,,,,,
19343,,,,,,,,,,
19344,,,,,,,,,,
19345,,,,,,,,,,
19346,,,,,,,,,,
19347,,,,,,,,,,
19348,,,,,,,,,,
19349,,,,,,,,,,
19350,,,,,,,,,,
19351,,,,,,,,,,
19352,,,,,,,,,,
19353,,,,,,,,,,
19354,,,,,,,,,,
19355,,,,,,,,,,
19356,,,,,,,,,,
19357,,,,,,,,,,
19358,,,,,,,,,,
19359,,,,,,,,,,
19360,,,,,,,,,,
19361,,,,,,,,,,
19362,,,,,,,,,,
19363,,,,,,,,,,
19364,,,,,,,,,,
19365,,,,,,,,,,
19366,,,,,,,,,,
19367,,,,,,,,,,
19368,,,,,,,,,,
19369,,,,,,,,,,
19370,,,,,,,,,,
19371,,,,,,,,,33,10.75
19372,,,,,,,,,,
19373,,,,,,,,,34.125,9.625
19374,,,,,,,,,34.125,10.5
19375,,,,,,,,,33.875,10
19376,,,,,,,,,,
19377,,,,,,,,,,
19378,,,,,,,,,,
19379,,,,,,,,,34.875,9.875
19380,,,,,,,,,33.625,10.125
19381,,,,,,,,,,
19382,,,,,,,,,,
19383,,,,,,,,,,
19384,,,,,,,,,34.125,10
19385,,,,,,,,,,
19386,,,,,,,,,32.875,9.75
19387,,,,,,,,,,
19388,,,,,,,,,,
19389,,,,,,,,,,
19390,,,,,,,,,,
19391,,,,,,,,,,
19392,,,,,,,,,,
19393,,,,,,,,,,
19394,,,,,,,,,,
19395,,,,,,,,,,
19396,,,,,,,,,,
19397,,,,,,,,,,
19398,,,,,,,,,,
19399,,,,,,,,,,
19400,,,,,,,,,,
19401,,,,,,,,,,
19402,,,,,,,,,,
19403,,,,,,,,,,
19404,,,,,,,,,,
19405,,,,,,,,,,
19406,,,,,,,,,,
19407,,,,,,,,,,
19408,,,,,,,,,,
19409,,,,,,,,,,
19410,,,,,,,,,,
19411,,,,,,,,,,
19412,,,,,,,,,,
19413,,,,,,,,,,
19414,,,,,,,,,,
19415,,,,,,,,,,
19416,,,,,,,,,,
19417,,,,,,,,,,
19418,,,,,,,,,,
19419,,,,,,,,,,
19420,,,,,,,,,,
19421,,,,,,,,,,
19422,,,,,,,,,33.875,10
19423,,,,,,,,,,
19424,,,,,,,,,,
19425,,,,,,,,,,
19426,,,,,,,,,,
19427,,,,,,,,,,
19428,,,,,,,,,,
19429,,,,,,,,,,
19430,,,,,,,,,,
19431,,,,,,,,,,
19432,,,,,,,,,,
19433,,,,,,,,,,
19434,,,,,,,,,,
19435,,,,,,,,,,
19436,,,,,,,,,,
19437,,,,,,,,,,
19438,,,,,,,,,31.75,9.25
19439,,,,,,,,,34.75,10.5
19440,,,,,,,,,,
19441,,,,,,,,,33.75,9.625
19442,,,,,,,,,,
19443,,,,,,,,,,
19444,,,,,,,,,,
19445,,,,,,,,,,
19446,,,,,,,,,,
19447,,,,,,,,,,
19448,,,,,,,,,,
19449,,,,,,,,,,
19450,,,,,,,,,,
19451,,,,,,,,,,
19452,,,,,,,,,,
19453,,,,,,,,,,
19454,,,,,,,,,,
19455,,,,,,,,,,
19456,,,,,,,,,,
19457,,,,,,,,,,
19458,,,,,,,,,,
19459,,,,,,,,,,
19460,,,,,,,,,,
19461,,,,,,,,,,
19462,,,,,,,,,,
19463,,,,,,,,,,
19464,,,,,,,,,,
19465,,,,,,,,,,
19466,,,,,,,,,,
19467,,,,,,,,,,
19468,,,,,,,,,,
19469,,,,,,,,,,
19470,,,,,,,,,,
19471,,,,,,,,,,
19472,,,,,,,,,,
19473,,,,,,,,,,
19474,,,,,,,,,,
19475,,,,,,,,,,
19476,,,,,,,,,,
19477,,,,,,,,,,
19478,,,,,,,,,,
19479,,,,,,,,,,
19480,,,,,,,,,,
19481,,,,,,,,,,
19482,,,,,,,,,,
19483,,,,,,,,,,
19484,,,,,,,,,,
19485,,,,,,,,,,
19486,,,,,,,,,33.375,10.25
19487,,,,,,,,,,
19488,,,,,,,,,,
19489,,,,,,,,,32.125,9.75
19490,,,,,,,,,,
19491,4.65,2.7,1.61,,,,,,32.375,9.25
19492,,,,,,,,,,
19493,4.95,2.86,1.74,25,34.5,,,,32.25,9.5
19494,,,,,,,,,,
19495,,,,,,,,,31.25,8.5
19496,,,,,,,,,,
19497,,,,,,,,,,
19498,,,,,,,,,,
19499,,,,,,,,,,
19500,,,,,,,,,,
19501,,,,,,,,,,
19502,,,,,,,,,,
19503,,,,,,,,,,
19504,,,,,,,,,,
19505,,,,,,,,,,
19506,,,,,,,,,,
19507,,,,,,,,,,
19508,,,,,,,,,,
19509,,,,,,,,,,
19510,,,,,,,,,,
19511,,,,,,,,,,
19512,,,,,,,,,,
19513,,,,,,,,,,
19514,,,,,,,,,,
19515,,,,,,,,,,
19516,,,,,,,,,,
19517,,,,,,,,,30.75,10
19518,,,,,,,,,,
19519,,,,,,,,,,
19520,,,,,,,,,,
19521,,,,,,,,,,
19522,,,,,,,,,,
19523,,,,,,,,,,
19524,,,,,,,,,,
19525,,,,,,,,,,
19526,,,,,,,,,,
19527,,,,,,,,,,
19528,,,,,,,,,,
19529,,,,,,,,,,
19530,,,,,,,,,,
19531,,,,,,,,,,
19532,,,,,,,,,,
19533,,,,,,,,,,
19534,,,,,,,,,,
19535,,,,,,,,,,
19536,,,,,,,,,,
19537,,,,,,,,,,
19538,,,,,,,,,,
19539,,,,,,,,,,
19540,,,,,,,,,,
19541,,,,,,,,,,
19542,,,,,,,,,,
19543,,,,,,,,,,
19544,,,,,,,,,32,9.625
19545,,,,,,,,,,
19546,,,,,,,,,,
19547,,,,,,,,,,
19548,,,,,,,,,,
19549,,,,,,,,,,
19550,,,,,,,,,,
19551,,,,,,,,,30.75,9
19552,,,,,,,,,,
19553,,,,,,,,,,
19554,,,,,,,,,,
19555,,,,,,,,,,
19556,,,,,,,,,,
19557,,,,,,,,,,
19558,,,,,,,,,,
19559,,,,,,,,,,
19560,,,,,,,,,,
19561,,,,,,,,,,
19562,,,,,,,,,,
19563,,,,,,,,,,
19564,,,,,,,,,31.375,9.625
19565,,,,,,,,,,
19566,,,,,,,,,,
19567,,,,,,,,,,
19568,,,,,,,,,,
19569,,,,,,,,,,
19570,,,,,,,,,,
19571,,,,,,,,,,
19572,,,,,,,,,,
19573,,,,,,,,,,
19574,,,,,,,,,,
19575,,,,,,,,,,
19576,,,,,,,,,,
19577,,,,,,,,,,
19578,,,,,,,,,,
19579,,,,,,,,,,
19580,,,,,,,,,,
19581,,,,,,,,,,
19582,,,,,,,,,,
19583,,,,,,,,,,
19584,,,,,,,,,,
19585,,,,,,,,,,
19586,,,,,,,,,,
19587,,,,,,,,,,
19588,,,,,,,,,,
19589,,,,,,,,,,
19590,,,,,,,,,,
19591,,,,,,,,,,
19592,,,,,,,,,,
19593,,,,,,,,,,
19594,,,,,,,,,,
19595,,,,,,,,,,
19596,,,,,,,,,,
19597,,,,,,,,,,
19598,,,,,,,,,,
19599,,,,,,,,,,
19600,,,,,,,,,,
19601,,,,,,,,,,
19602,,,,,,,,,,
19603,,,,,,,,,,
19604,,,,,,,,,,
19605,,,,,,,,,,
19606,,,,,,,,,,
19607,,,,,,,,,,
19608,,,,,,,,,,
19609,,,,,,,,,,
19610,,,,,,,,,,
19611,,,,,,,,,,
19612,,,,,,,,,,
19613,,,,,,,,,,
19614,,,,,,,,,,
19615,,,,,,,,,,
19616,,,,,,,,,,
19617,,,,,,,,,,
19618,,,,,,,,,,
19619,,,,,,,,,,
19620,,,,,,,,,32,9
19621,,,,,,,,,33.5,9.875
19622,4.45,2.57,1.59,,,,4.2,6.83,31.75,9
19623,,,,7,,,,,31,9.125
19624,,,,,,,,,,
19625,,,,,,,,,,
19626,,,,,,,,,,
19627,,,,,,,,,,
19628,,,,,,,,,33,9.25
19629,,,,,,,,,,
19630,,,,,,,,,31.75,9.125
19631,,,,,,,,,,
19632,,,,,,,,,,
19633,,,,,,,,,,
19634,,,,,,,,,,
19635,,,,,,,,,30.875,9.625
19636,,,,,,,,,,
19637,,,,,,,,,,
19638,,,,,,,,,,
19639,,,,,,,,,,
19640,,,,,,,,,,
19641,,,,,,,,,,
19642,,,,,,,,,,
19643,,,,,,,,,,
19644,,,,,,,,,,
19645,,,,,,,,,,
19646,,,,,,,,,,
19647,4.55,,,,36,1006,4.07,6.84,32.5,9.75
19648,,,,,,,,,,
19649,,,,,,,,,,
19650,,,,,,,,,,
19651,,,,,,,,,,
19652,,,,,,,,,,
19653,,,,,,,,,,
19654,,,,,,,,,,
19655,,,,,,,,,,
19656,,,,,,,,,,
19657,,,,,,,,,,
19658,,,,,,,,,,
19659,,,,,,,,,,
19660,,,,,,,,,,
19661,,,,,,,,,,
19662,,,,,,,,,,
19663,,,,,,,,,,
19664,,,,,,,,,,
19665,,,,,,,,,,
19666,,,,,,,,,,
19667,,,,,,,,,,
19668,,,,,,,,,,
19669,,,,,,,,,,
19670,,,,,,,,,,
19671,,,,,,,,,,
19672,,,,,,,,,,
19673,,,,,,,,,,
19674,,,,,,,,,,
19675,,,,,,,,,,
19676,,,,,,,,,,
19677,,,,,,,,,,
19678,,,,,,,,,,
19679,,,,,,,,,,
19680,,,,,,,,,,
19681,,,,,,,,,,
19682,,,,,,,,,,
19683,,,,,,,,,,
19684,,,,,,,,,,
19685,,,,,,,,,,
19686,,,,,,,,,,
19687,,,,,,,,,,
19688,,,,,,,,,,
19689,,,,,,,,,,
19690,,,,,,,,,,
19691,,,,,,,,,,
19692,,,,,,,,,,
19693,,,,,,,,,,
19694,,,,,,,,,,
19695,,,,,,,,,,
19696,,,,,,,,,,
19697,,,,,,,,,,
19698,,,,,,,,,30.5,8.875
19699,,,,,,,,,,
19700,,,,,,,,,,
19701,,,,,,,,,,
19702,,,,,,,,,,
19703,,,,,,,,,,
19704,,,,,,,,,,
19705,,,,,,,,,,
19706,,,,,,,,,,
19707,,,,,,,,,,
19708,,,,,,,,,,
19709,,,,,,,,,,
19710,,,,,,,,,,
19711,,,,,,,,,,
19712,,,,,,,,,,
19713,,,,,,,,,,
19714,,,,,,,,,,
19715,,,,,,,,,,
19716,,,,,,,,,,
19717,,,,,,,,,32.125,9.875
19718,,,,,,,,,30.75,9
19719,,,,,,,,,,
19720,,,,,,,,,,
19721,,,,,,,,,,
19722,,,,,,,,,,
19723,,,,,,,,,,
19724,,,,,,,,,,
19725,,,,,,,,,,
19726,,,,,,,,,,
19727,,,,,,,,,30.125,9.125
19728,,,,,,,,,,
19729,,,,,,,,,,
19730,,,,,,,,,,
19731,,,,,,,,,,
19732,,,,,,,,,,
19733,,,,,,,,,,
19734,,,,,,,,,,
19735,,,,,,,,,,
19736,,,,,,,,,,
19737,,,,,,,,,,
19738,,,,,,,,,,
19739,,,,,,,,,,
19740,,,,,,,,,,
19741,,,,,,,,,,
19742,,,,,,,,,,
19743,,,,,,,,,,
19744,,,,,,,,,,
19745,,,,,,,,,,
19746,,,,,,,,,,
19747,,,,,,,,,,
19748,,,,,,,,,,
19749,,,,,,,,,,
19750,,,,,,,,,,
19751,,,,,,,,,,
19752,,,,,,,,,,
19753,,,,,,,,,,
19754,,,,,,,,,,
19755,,,,,,,,,,
19756,,,,,,,,,,
19757,,,,,,,,,,
19758,,,,,,,,,,
19759,,,,,,,,,,
19760,,,,,,,,,,
19761,,,,,,,,,,
19762,,,,,,,,,,
19763,,,,,,,,,,
19764,,,,,,,,,,
19765,,,,,,,,,,
19766,,,,,,,,,,
19767,,,,,,,,,,
19768,,,,,,,,,,
19769,,,,,,,,,,
19770,,,,20,,,,,33.375,9.625
19771,,,,,,,,,,
19772,,,,,,,,,,
19773,,,,,,,,,,
19774,,,,,,,,,,
19775,,,,,,,,,,
