gsis_id,pfr_id,mfl_id,sleeper_id,fantasy_data_id,rotowire_id,sportradar_id,rotoworld_id,yahoo_id,espn_id,stats_id,first_name,last_name,name,mergename,pos,team,age,salary_avg,fa_year,dynoECR,dyno2QBECR,dynoSD,dynpECR,dynpSD,rdpECR,rdpSD,draft_year,college,draft_round,draft_pick,draft_rookieadp,draft_2QBrookieadp,height,weight,armLength,handsize,forty,twenty-split,ten-split,bench,vertical,broad,shuttle,cone,RAS,offSnaps,offSnapsPct,gms,paATTs,paCMPs,paYDs,paTDs,paINTs,pa_aya,tm_paATTs,ruATTs,ruYDs,ruTDs,tm_ruATTs,tm_ruYDs,ms_ruATTs,tgts,recs,reYDs,reTDs,reAYDs,wopr,racr,adot,yac,ms_tgts,ms_AYDs,tm_tgts,tm_AYDs,1Ds,tm_1Ds,ms_1Ds,ppr,ppr/g
00-0031690,TomlEr01,13065,2755,17223,10553,b3d7169b-9cf6-4fea-815a-26e4fb0ec16a,,28658,2511973,554431,Eric,Tomlinson,"Tomlinson, Eric",Eric Tomlinson,TE,NYJ,27.3,1,2020,400,484.6,,,,83.3,27.9,2015,UTEP,,,100,,78,263,32.875,10,4.93,2.89,1.765,21,30.75,110,4.59,7.46,3.48,353,0.3526,8,,,,,,,524,,,,409,1610,,14,8,72,,85,0.05,0.85,6.07,89,0.03,0.02,509,4531,3,228,0.01,15.2,1.9
00-0032935,HoltJo00,12916,3476,18241,11059,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1,,29958,3056906,749099,Johnny,Holton,"Holton, Johnny",Johnny Holton,WR,PIT,28,0.64,2020,400,,,,,,,2016,Cincinnati,,,100,,73,190,32.875,9.875,4.505,2.645,1.59,8,34,123.5,4.25,6.95,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032745,CrosAl00,12996,3595,18376,11406,cc1df018-baa8-4344-b13c-cd5ef1a52d26,,29571,2586700,614284,Alan,Cross,"Cross, Alan",Alan Cross,TE,TBB,26.3,,,400,,,,,,,2016,Memphis,,,100,,73,235,NA,NA,4.89,2.86,1.8,17,30.5,109,4.63,7.49,1.43,102,0.0915,4,,,,,,,624,,,,389,1525,,5,2,9,,12,0.01,0.75,2.4,7,0.01,0,620,6629,1,344,0,2.9,0.73
00-0032937,McCaMa01,12900,3840,18660,11207,a02175de-7356-40c9-a14f-f90de29830d7,,29961,2969896,691495,Maxwell,McCaffrey,"McCaffrey, Max",Max McCaffrey,WR,SFO,25.2,,,400,,,,,,,2016,Duke,,,100,,74,200,NA,NA,4.51,2.65,1.59,9,36.5,122,4.2,7.14,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033095,,13546,3894,18716,11502,3cacaa27-a790-43ae-927c-8163b06f1a53,,30024,2987440,703203,Garrett,Griffin,"Griffin, Garrett",Garrett Griffin,TE,NOS,25.4,0.57,2020,400,,,,,,,2016,Air Force,,,100,,76,240,33.375,9.625,4.8,NA,1.69,15,36,117,4.61,7.18,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032881,LewiTo00,12921,3614,18401,11508,b103b096-6be9-4f87-9ae4-5d217f560685,11933,29854,2574918,608059,Tommylee,Lewis,"Lewis, Tommylee",Tommylee Lewis,WR,DET,26.8,0.92,2020,400,496.3,,,,185.5,11.5,2016,Northern Illinois,,,100,,67,168,NA,NA,4.53,2.68,1.63,11,34,120,4.27,7.18,2.24,70,0.0666,4,,,,,,,519,2,10,,471,2025,0,3,3,60,1,59,0.02,1.02,19.67,1,0.01,0.02,503,3149,3,322,0.01,16,4
00-0032902,FarrKe02,12642,3532,18299,11209,81050032-4268-4906-874f-3463a6b57a3d,11684,29518,2575553,609745,Kenneth,Farrow,"Farrow, Kenneth",Kenneth Farrow,RB,MIA,26.4,0.62,2021,400,492,,,,147,34,2016,Houston,,,,,69,219,NA,NA,4.64,2.77,1.67,23,38,122,4.19,7,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032956,JanoAn00,12806,3332,18093,11068,2c35ed5f-7317-4776-8ee7-0438e0286508,,29410,2974317,651653,Andy,Janovich,"Janovich, Andy",Andy Janovich,RB,DEN,26.2,0.63,2020,400,492,,,,123.5,12.5,2016,Nebraska,6,1,100,,73,238,31.625,9.75,4.81,2.75,1.62,30,34,119,4.32,7.28,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032577,FostD.01,12871,3488,18253,11004,39d12962-65a4-4107-8924-56f48fce31ef,11565,29872,2978124,652764,DJ,Foster,"Foster, D.J.",DJ Foster,RB,ARI,25.7,0.64,2020,400,492,,,,136.5,15.5,2016,Arizona State,,,100,,72,195,30.5,9.25,4.54,2.65,1.565,14,35.75,117,4.07,6.75,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032188,MaylVi00,12196,2428,16884,10213,34cab90e-62e4-4d0c-a7ca-bbba76a2c6b0,,28511,3052066,749539,Vince,Mayle,"Mayle, Vince",Vince Mayle,TE,LAC,28.2,0.64,2020,400,,,,,,,2015,Washington State,4,24,43,,74,247,31.75,9,4.67,2.75,1.67,NA,35.5,117,4.13,6.93,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032794,VitaDa00,12822,3353,18114,10947,c9a7ce89-90f7-4061-b9ac-dfd4e6c3cedf,,29431,2974365,691856,Dan,Vitale,"Vitale, Dan",Dan Vitale,RB,GBP,25.8,0.6,2020,400,,,,,,,2016,Northwestern,6,22,100,,74,239,31.75,9.75,4.6,2.69,1.61,30,38.5,123,4.12,7.12,9.95,19,0.0177,1,,,,,,,639,,,,346,1718,,2,1,2,,,,,,,0,,628,5459,0,299,0,1.2,1.2
00-0030117,WillKe05,11185,1441,15010,8766,051ac116-6d32-4e77-91da-e0ce27d202da,8486,26853,16024,507683,Kerwynn,Williams,"Williams, Kerwynn",Kerwynn Williams,RB,NOS,28.2,0.8,2020,400,,,,,,,2013,Utah State,7,24,42,,68,198,29.75,9.125,4.48,2.65,1.63,17,35,118,4.15,7.15,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030460,WheaMa00,11229,1413,14973,8796,f9036897-99d5-4d9a-8965-0c7e0f9e43bd,8406,26702,15873,498191,Markus,Wheaton,"Wheaton, Markus",Markus Wheaton,WR,FA,28.5,,,400,,,,,,,2013,Oregon State,3,17,13,,71,185,32.625,9.125,4.45,2.63,1.6,20,37,120,4.02,6.8,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032434,AlleBr00,12621,3357,18118,10882,a8c3bcd7-69d0-4c5e-a876-6b33857942bc,11488,29435,2574511,604390,Brandon,Allen,"Allen, Brandon",Brandon Allen,QB,LAR,26.9,0.64,2020,400,,,,,,,2016,Arkansas,6,26,100,,74,209,31.25,8.875,4.84,2.82,1.71,NA,28,110,4.33,7.06,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032562,WickCo00,12899,3715,18522,11347,32d58cfa-ffa6-46a1-bd3a-09b6ccca2370,,29783,2982151,704749,Cole,Wick,"Wick, Cole",Cole Wick,TE,TEN,25.7,0.65,2021,400,,,,,,,2016,Incarnate Word,,,100,,78,257,NA,NA,4.98,2.83,1.72,14,36.5,125,4.37,7.21,6.71,11,0.0104,1,,,,,,,532,,,,422,1892,,1,,,,1,0,,1,0,0,0,510,3627,0,298,0,0,0
00-0032464,RaymKa00,13066,3634,18422,11429,e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36,,29631,2973405,692660,Khalif,Raymond,"Raymond, Kalif",Kalif Raymond,WR,TEN,25,0.69,2021,400,,,,,,,2016,Holy Cross,,,100,,69,160,NA,NA,4.39,2.55,1.53,NA,NA,NA,4.01,NA,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033094,HallMa02,13505,3895,18717,11517,1283923a-9716-4936-920a-a57f019bb2e8,,30023,2578369,607435,Marvin,Hall,"Hall, Marvin",Marvin Hall,WR,CHI,26.3,0.64,2020,400,,,,,,,2016,Washington,,,100,,70,190,NA,NA,4.45,2.6,1.57,15,40,125,4.29,6.91,8.06,185,0.1745,13,,,,,,,615,2,,,351,1573,0.01,19,10,149,1,208,0.07,0.72,10.95,57,0.03,0.04,603,5322,5,322,0.02,30.9,2.38
00-0030432,MichCh00,11179,1596,15256,8758,cf8e8522-6220-4612-a8a1-72c496dac536,8469,26685,15855,511398,Christine,Michael,"Michael, Christine",Christine Michael,RB,FA,28.8,,,400,,,,,,,2013,Texas A&M,2,30,8,,70,220,31.5,9.375,4.54,2.63,1.56,27,43,125,4.02,6.69,9.88,3,0.0026,1,,,,,,,643,2,9,,405,1726,0,,,,,,,,,,,,631,4726,0,332,0,0.9,0.9
00-0030485,LacyEd00,11201,1527,15138,8620,030f508b-be11-478e-bf68-d21e70fcff7b,8382,26684,15848,508645,Eddie,Lacy,"Lacy, Eddie",Eddie Lacy,RB,FA,29.2,,,400,,,,,,,2013,Alabama,2,29,3,,71,250,31,9.5,4.69,2.7,1.7,NA,33.5,NA,NA,7.38,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030465,BarnKe00,11177,1546,15185,8762,5ec072b3-2837-4cf1-bb4f-ecd873949626,8456,26805,15921,459193,Kenjon,Barner,"Barner, Kenjon",Kenjon Barner,RB,ATL,30.3,0.9,2020,400,492,,,,119.6,16.2,2013,Oregon,6,14,36,,69,195,29.625,9.125,4.48,2.67,1.635,20,35.5,122,4.195,6.87,7.22,42,0.0375,6,,,,,,,572,19,71,,478,2037,0.04,1,1,3,,,,,,0,0,,487,3518,0,305,0,8.4,1.4
00-0030565,SmitGe00,11150,1373,14895,8743,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,8326,26662,15864,513856,Geno,Smith,"Smith, Geno",Geno Smith,QB,SEA,28.8,0.9,2020,400,,,,,,,2013,West Virginia,2,7,27,,75,221,32.5,9.25,4.59,2.69,1.62,NA,33.5,124,NA,NA,9.48,32,0.0322,4,4,1,8,,,2,512,8,2,,398,1873,0.02,,,,,,,,,0,,,508,3961,0,313,0,0.52,0.13
00-0031384,RodgRi00,11785,2146,16491,9559,e00b3426-238b-4bdb-85c3-bbf08b7469e3,9547,27626,16786,607699,Richard,Rodgers,"Rodgers, Richard",Richard Rodgers,TE,PHI,27.6,0.96,2021,400,484.6,,,,103.3,4.5,2014,California,3,34,100,,76,257,32.625,10.125,4.87,2.87,1.76,16,31.5,114,4.575,7.295,3.23,42,0.0385,1,,,,,,,598,,,,398,1585,,1,1,7,,-2,0,-3.5,-2,9,0,0,567,4051,1,309,0,1.7,1.7
00-0031035,GrimXa00,11701,2082,16395,9283,c9557ff2-899f-41e3-8a0e-35ca874db9b2,,28184,17348,555680,Xavier,Grimble,"Grimble, Xavier",Xavier Grimble,TE,PIT,27,2.02,2020,400,484.6,,,,59.4,11.3,2014,USC,,,100,,76,261,33.625,10.25,4.95,2.9,1.75,16,28.5,111.5,4.84,7.46,1.88,174,0.1559,7,,,,,,,687,,,,345,1445,,8,6,86,,56,0.03,1.54,7,56,0.01,0.01,676,5177,4,338,0.01,14.6,2.09
00-0031209,PerrSe00,11964,2114,16441,9872,3d94860c-82db-43fd-aa99-3b72390111a4,,28223,17421,553705,Senorise,Perry,"Perry, Senorise",Senorise Perry,RB,BUF,27.9,0.81,2020,400,,,,,,,2014,Louisville,,,100,,72,210,NA,NA,4.43,2.61,1.62,18,37,126,4.48,6.94,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030151,BrayTy00,11170,1612,15293,8621,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,,27170,16252,542809,Tyler,Bray,"Bray, Tyler",Tyler Bray,QB,CHI,27.6,0.83,2020,400,,,,,,,2013,Tennessee,,,,,78,215,33,9.25,5.05,2.91,1.72,NA,NA,100,4.51,7.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030091,KingTa00,11219,1456,15038,8801,da3517d7-0002-48dc-a877-c299c25dfa41,,26784,15911,449458,Tavarres,King,"King, Tavarres",Tavarres King,WR,FA,29.1,,,400,,,,,,,2013,Georgia,5,28,100,,73,192,33,9.5,4.47,2.64,1.57,11,36.5,123,4.33,6.91,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030147,ShepRu00,11237,1333,14850,9019,6195ddc9-ab2b-469a-b824-a890736d6db7,7459,27055,16227,494291,Russell,Shepard,"Shepard, Russell",Russell Shepard,WR,NYG,28.7,1.5,2020,400,496.3,,,,151.7,37.9,2013,LSU,,,100,,73,199,31.625,9.5,4.51,2.65,1.62,8,38.5,122,4.42,7.14,4.9,183,0.1782,7,,,,,,,581,,,,350,1600,,19,10,188,2,323,0.1,0.58,17,12,0.03,0.07,574,4450,7,278,0.03,40.8,5.83
00-0029239,BoldBr00,10932,1034,13741,8077,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,8119,26389,15478,465752,Brandon,Bolden,"Bolden, Brandon",Brandon Bolden,RB,NEP,29.6,1.85,2021,400,492,,,,125.5,14.2,2012,Ole Miss,,,,,71,220,32.25,10,4.605,2.695,1.635,21,38,119,4.405,6.96,7.27,25,0.0272,5,,,,,,,452,8,91,2,371,1738,0.02,3,3,13,1,-13,0.01,-1,-4.33,19,0.01,0,426,3490,5,224,0.02,31.4,6.28
00-0029623,TannAl00,10935,1262,14657,8402,1c6daf8e-d6dc-4d88-a5fa-c3ebcd93a6e5,,26547,15693,616337,Alex,Tanney,"Tanney, Alex",Alex Tanney,QB,NYG,31.8,1.08,2021,400,,,,,,,2012,Monmouth,,,,,75,209,34.25,10.25,5.01,2.92,1.76,NA,29,103,4.5,7.18,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030520,GlenMi00,11152,1559,15201,8745,e1235f1e-26ce-438c-8168-3b1ded4ab893,8374,26696,15837,464346,Mike,Glennon,"Glennon, Mike",Mike Glennon,QB,OAK,29.7,1.95,2020,400,351.6,,,,60.2,4.8,2013,North Carolina State,3,11,100,,78,225,33.125,9.625,4.94,2.9,1.74,NA,26.5,102,4.52,7.49,3.12,26,0.0276,2,21,15,174,1,,8.29,494,,,,353,1341,,,,,,,,,,0,,,466,4310,0,212,0,10.96,5.48
00-0030526,ManuEJ00,11154,1349,14868,8749,19d00799-4271-40ac-b5c4-4ea8b410a704,8331,26639,15803,461919,EJ,Manuel,"Manuel, E.J.",EJ Manuel,QB,FA,29.4,,,400,,,,,,,2013,Florida State,1,16,18,,76,237,NA,NA,4.65,2.75,1.67,NA,34,118,4.21,7.08,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029677,WeedBr00,10698,1085,13910,8056,01291a8d-d97c-4d88-b497-b5ad4b72f626,7480,25732,14878,397523,Brandon,Weeden,"Weeden, Brandon",Brandon Weeden,QB,HOU,35.8,,,400,,,,,,,2012,Oklahoma State,1,22,,,75,227,31.75,9.625,4.94,2.9,1.71,NA,32,102,4.5,7.41,3.9,1,0.0009,1,,,,,,,505,1,-1,,472,2016,0,,,,,,,,,0,,,466,3945,0,275,0,-0.1,-0.1
00-0030443,ToilLe00,11252,1642,15378,8789,67d56171-7522-430c-b7d9-8f7e2b6624d3,,26756,15980,503205,Levine,Toilolo,"Toilolo, Levine",Levine Toilolo,TE,SFO,28,,,400,,,,,,,2013,Stanford,4,36,100,,80,268,34.5,10.25,4.895,2.855,1.715,18,32.25,115,4.57,7.09,5.96,527,0.4902,11,,,,,,,572,,,,401,1626,,24,21,263,1,165,0.09,1.59,6.88,110,0.04,0.04,571,3847,16,263,0.06,53.3,4.85
00-0030542,WillTe01,11211,1490,15088,8794,3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e,8401,26697,15878,460107,Terrance,Williams,"Williams, Terrance",Terrance Williams,WR,FA,29.9,,,400,,,,,,,2013,Baylor,3,12,37,,74,210,31.25,8.625,4.52,2.66,1.61,11,32.5,119,4.32,7.01,5.27,38,0.0353,2,,,,,,,526,,,,435,1938,,3,2,18,,27,0.02,0.67,9,6,0.01,0.01,459,3251,1,255,0,3.8,1.9
00-0031375,WestTe00,11746,1912,16142,9282,46d5a560-8260-44d7-a8db-8adb6fd8f2e9,9406,27622,16783,595842,Terrance,West,"West, Terrance",Terrance West,RB,FA,28.6,,,400,,,,,,,2014,Towson,3,30,10,,70,225,31,9.125,4.54,2.7,1.63,16,33.5,120,4.49,7.33,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031001,JaniJe00,11870,2140,16480,9466,7b1c1855-fc6d-42aa-ac3e-588e82333146,9719,27764,16960,794243,Jeff,Janis,"Janis, Jeff",Jeff Janis,WR,FA,28.2,,,400,,,,,,,2014,Saginaw Valley,7,21,37,,75,219,32.5,9,4.42,2.6,1.55,20,37.5,123,3.98,6.64,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030711,FlueDa00,11894,1794,15966,9534,481da4a3-fb29-4480-9db4-9cffdf33f510,,27790,16994,559264,David,Fluellen,"Fluellen, David",David Fluellen,RB,TEN,27.5,0.72,2020,400,492,,,,121.3,8.7,2014,Toledo,,,100,,71,224,33.375,9.125,4.715,2.75,1.68,16,36.25,120,4.26,6.925,5.82,6,0.0061,2,,,,,,,432,4,16,,454,2023,0.01,,,,,,,,,0,,,428,3297,1,263,0,1.6,0.8
00-0031972,JennDa00,12586,2602,17070,10718,865d8df9-06ec-40c3-8c71-637f9fd0bcbf,,29038,2577808,605784,Darius,Jennings,"Jennings, Darius",Darius Jennings,WR,TEN,27.1,0.68,2020,400,,,,,,,2015,Virginia,,,100,,70,180,NA,NA,4.52,2.68,1.55,NA,37,123,4.34,7,5.17,179,0.1815,8,,,,,,,432,1,2,,454,2023,0,15,11,101,,163,0.09,0.62,10.87,37,0.04,0.05,428,3297,2,263,0.01,21.3,2.66
00-0029068,ColeDe00,11524,1716,15631,8247,e0a63251-5428-43a1-88c1-c000215ac5ce,,26299,15351,461705,Derrick,Coleman,"Coleman, Derrick",Derrick Coleman,RB,FA,28.8,,,400,,,,,,,2012,UCLA,,,,,72,233,NA,NA,4.55,2.72,1.69,20,36.5,125,4.54,7.39,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029878,GrayMa00,11434,1636,15371,8980,fda00e5c-b7df-487a-9a24-5e4087c575e1,,27213,16323,464295,MarQueis,Gray,"Gray, MarQueis",MarQueis Gray,TE,FA,28.8,,,400,,,,,,,2013,Minnesota,,,100,,76,260,34,9.875,4.715,2.76,1.645,15,30,111,4.3,7.25,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032098,BrowDa04,12585,2751,17219,10713,1b016b52-62ba-4da9-9ead-6bad689f8d33,,29102,2519013,561380,Daniel,Brown,"Brown, Daniel",Daniel Brown,TE,NYJ,27.2,0.9,2020,400,,,,,,,2015,James Madison,,,100,,77,247,NA,NA,4.65,2.75,1.63,11,31.5,116,4.23,6.91,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030433,GillMi00,11180,1353,14872,8760,d08da2a3-8296-4038-bb46-ab1feca4bbd4,8396,26787,15952,508875,Mike,Gillislee,"Gillislee, Mike",Mike Gillislee,RB,FA,28.8,,,400,,,,,,,2013,Florida,5,31,28,,71,210,31.125,9.375,4.585,2.685,1.62,15,30.5,119,4.4,7.12,4.26,25,0.0238,4,,,,,,,519,16,43,,471,2025,0.03,1,1,9,,,,,,,0,,503,3149,2,322,0.01,6.2,1.55
00-0029931,LineZa01,11474,1693,15555,8846,8c5067dc-1617-42fa-82eb-0596392ab20a,,27135,16366,460872,Zach,Line,"Line, Zach",Zach Line,RB,NOS,29.3,1.1,2020,400,492,,,,108.5,2.5,2013,SMU,,,100,,73,233,30.75,8.625,4.735,2.7,1.64,26,31.75,114,4.45,7.17,7.19,226,0.215,10,,,,,,,519,9,41,,471,2025,0.02,10,5,14,2,,,,,,0.02,,503,3149,8,322,0.02,22.5,2.25
00-0030780,HewiRy00,11927,1891,16111,9654,fa26e15f-2375-4acc-aaae-cf32cfe4bc3e,,28021,17169,503183,Ryan,Hewitt,"Hewitt, Ryan",Ryan Hewitt,RB,TEN,28.6,0.8,2020,400,,,,,,,2014,Stanford,,,100,,76,255,32,9.25,4.87,2.81,1.65,17,33,109,4.35,7.04,6.41,182,0.1602,2,,,,,,,643,,,,405,1726,,2,1,1,1,6,0.01,0.17,3,0,0,0,631,4726,1,332,0,7.1,3.55
00-0031395,GilbGa01,11854,2229,16621,9776,56073e7b-84ca-4d4a-a2e7-1bfc0277e8d4,9522,27742,16809,507477,Garrett,Gilbert,"Gilbert, Garrett",Garrett Gilbert,QB,CLE,28.1,0.69,2021,400,,,,,,,2014,SMU,6,38,100,,76,230,NA,NA,4.88,2.84,1.74,NA,29.5,117,4.46,7.48,5.43,13,0.0123,1,3,2,40,,,13.33,562,,,,459,2435,,,,,,,,,,0,,,549,4219,0,344,0,1.6,1.6
00-0031060,DeThomAn01,11659,2023,16305,9274,35823109-daf1-4825-92b8-564271398ecb,,27652,16945,607847,De'Anthony,Thomas,"Thomas, De'Anthony",DeAnthony Thomas,WR,FA,26.6,,,400,,,,,,,2014,Oregon,4,24,40,,68,176,29.875,8.125,4.47,2.615,1.615,8.5,32.25,123.5,4.28,6.99,4.88,35,0.0335,3,,,,,,,583,1,6,,387,1855,0,5,3,29,1,71,0.02,0.41,14.2,27,0.01,0.01,559,4977,3,346,0.01,12.5,4.17
00-0032926,,13573,3834,18654,11512,01a4e683-068c-4ae2-bb93-4940abc7c53a,,29953,2577664,604906,KJ,Brent,"Brent, K.J.",KJ Brent,WR,TBB,26,0.62,2021,400,,,,,,,2016,Wake Forest,,,,,76,190,NA,NA,4.59,2.7,1.57,6,34,118,4.35,6.94,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031260,ThomLo00,11647,2251,16656,9323,b24625a0-d402-4d59-a778-aa4b073bfe5e,9354,27648,16813,507528,Logan,Thomas,"Thomas, Logan",Logan Thomas,TE,DET,28.1,0.9,2020,400,484.6,,,,92.5,16.5,2014,Virginia Tech,4,20,49,,78,250,34.25,10.875,4.61,2.7,1.63,NA,35.5,118,4.18,7.05,9.93,284,0.2682,8,,,,,,,496,,,,466,1984,,17,12,77,,146,0.07,0.53,8.59,34,0.04,0.03,466,5247,3,217,0.01,19.7,2.46
00-0031025,CampMi02,11857,1866,16081,9468,742796c3-a092-49ab-9b24-dbc224fd11a1,9594,27746,16832,500653,Michael,Campanaro,"Campanaro, Michael",Michael Campanaro,WR,FA,28.6,,,400,,,,,,,2014,Wake Forest,7,3,48,,69,191,30.25,9,4.46,2.62,1.56,20,39,122,4.01,6.77,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031076,FaleDa00,11835,2106,16430,9318,eab69ec2-9cba-4783-8260-cf99121ed2c8,,27711,16821,512431,David,Fales,"Fales, David",David Fales,QB,DET,28.9,0.8,2020,400,,,,,,,2014,San Jose State,6,7,100,,74,213,31.75,9.25,4.99,2.9,1.72,NA,28,103,4.5,7.55,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032117,OLeaNi00,12207,2495,16954,10250,c257b2e6-dfc9-45c8-b30c-a497f2ce82a2,,28582,2576804,605423,Nick,O'Leary,"O'Leary, Nick",Nick OLeary,TE,MIA,27,1.5,2020,400,484.6,,,,58.4,19.3,2015,Florida State,6,18,100,,75,252,29.75,9.375,4.93,2.94,1.78,21,30.5,110,4.5,7.4,2.26,372,0.4043,5,,,,,,,452,,,,371,1738,,10,8,86,1,61,0.05,1.41,6.1,65,0.02,0.02,426,3490,6,224,0.03,22.6,4.52
00-0031167,SimoSc00,12138,2040,16327,10016,b77aa319-b97f-4316-84c5-e51390432644,,28215,17391,564881,Scott,Simonson,"Simonson, Scott",Scott Simonson,TE,NYG,27.3,0.9,2020,400,484.6,,,,87.3,4.9,2014,Assumption,,,100,,77,261,NA,NA,4.92,2.83,1.7,24,30.5,111,4.67,7.43,3.63,288,0.2804,7,,,,,,,581,,,,350,1600,,14,9,86,1,66,0.05,1.3,4.71,31,0.02,0.01,574,4450,6,278,0.02,23.6,3.37
00-0032508,VallHa00,12874,3612,18399,11300,32d18129-6c6c-4401-9695-8661ab84b288,,29587,2567213,690561,Hakeem,Valles,"Valles, Hakeem",Hakeem Valles,TE,FA,26.7,,,400,,,,,,,2016,Monmouth,,,100,,75,250,NA,NA,4.74,2.67,1.69,15,33.5,118,4.51,7.33,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030670,FowlBe00,11931,2003,16276,9353,132721b4-fd32-4795-b214-ab4baaaceb3a,9826,27826,16995,511509,Bennie,Fowler,"Fowler, Bennie",Bennie Fowler,WR,NYG,28.2,0.9,2020,400,496.3,,,,154.3,18.1,2014,Michigan State,,,100,,73,212,32,9.5,4.46,2.64,1.64,18,36,126,4.18,7.06,8.6,369,0.3593,10,,,,,,,581,,,,350,1600,,27,16,199,1,261,0.11,0.76,9.67,76,0.05,0.06,574,4450,12,278,0.04,41.9,4.19
00-0032784,HogaKe00,12618,3318,18079,11058,cd571cfc-9b44-4b69-a801-431db9aaa85e,11300,29396,2577128,598962,Kevin,Hogan,"Hogan, Kevin",Kevin Hogan,QB,DEN,26.8,1.29,2020,400,,,,,,,2016,Stanford,5,25,100,,75,218,32.375,10.25,4.78,2.76,1.64,NA,32.5,113,4.31,6.9,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032661,BrauBe00,12868,3465,18229,10917,d76c8e95-7c6e-4def-9fd9-d813df18b3b8,,29913,2969241,679453,Ben,Braunecker,"Braunecker, Ben",Ben Braunecker,TE,CHI,25.5,1.35,2021,400,484.6,,,,99,6,2016,Harvard,,,100,,76,252,32.75,9.5,4.74,2.72,1.635,20,36.5,121,4.2,6.9,9.14,119,0.1107,5,,,,,,,510,,,,466,1932,,5,3,42,,88,0.03,0.48,17.6,4,0.01,0.02,501,4473,2,283,0.01,7.2,1.44
00-0030801,ColeBr00,11754,2196,16567,9223,07169571-5184-43ea-aa36-9a283b276b94,9412,27921,17127,556468,Brandon,Coleman,"Coleman, Brandon",Brandon Coleman,WR,FA,27.1,,,400,,,,,,,2014,Rutgers,,,46,,78,225,34,9.25,4.56,2.71,1.66,21,32.5,NA,4.51,7.33,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032429,AdamJe01,12681,3340,18101,10876,47426d59-7af4-4714-8050-a85a0ae70f65,,29418,2978727,694014,Jerell,Adams,"Adams, Jerell",Jerell Adams,TE,HOU,26.6,0.69,2021,400,484.6,,,,90.5,17.5,2016,South Carolina,6,9,100,,77,254,34.375,9.75,4.64,2.72,1.64,18,32.5,117,4.31,7.05,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032123,McBrTr00,12260,2544,17004,10214,24779156-67f5-45ac-a73e-09184d4d314a,10474,28633,2566041,594730,Tre,McBride,"McBride, Tre",Tre McBride,WR,JAC,26.7,0.72,2020,400,,,,,,,2015,William & Mary,7,28,34,,72,210,32.125,9,4.41,2.55,1.49,16,38,122,4.08,6.96,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
