gsis_id,pfr_id,mfl_id,sleeper_id,fantasy_data_id,rotowire_id,sportradar_id,rotoworld_id,yahoo_id,espn_id,stats_id,first_name,last_name,name,mergename,pos,team,age,salary_avg,fa_year,dynoECR,dyno2QBECR,dynoSD,dynpECR,dynpSD,rdpECR,rdpSD,draft_year,college,draft_round,draft_pick,draft_rookieadp,draft_2QBrookieadp,height,weight,armLength,handsize,forty,twenty-split,ten-split,bench,vertical,broad,shuttle,cone,RAS,offSnaps,offSnapsPct,gms,paATTs,paCMPs,paYDs,paTDs,paINTs,pa_aya,tm_paATTs,ruATTs,ruYDs,ruTDs,tm_ruATTs,tm_ruYDs,ms_ruATTs,tgts,recs,reYDs,reTDs,reAYDs,wopr,racr,adot,yac,ms_tgts,ms_AYDs,tm_tgts,tm_AYDs,1Ds,tm_1Ds,ms_1Ds,ppr,ppr/g
00-0033908,KuppCo00,13164,4039,18882,11863,2806e915-c46f-492f-8a29-71d3a85e5620,12177,30182,2977187,698227,Cooper,Kupp,"Kupp, Cooper",Cooper Kupp,WR,LAR,26.2,0.96,2021,45,59.8,5.4,21.3,2.9,23.1,3.2,2017,Eastern Washington,3,5,23,26,74,208,31.5,9.5,4.64,2.72,1.62,NA,30.25,116,4.13,6.665,4.96,439,0.3991,8,,,,,,,565,4,25,,412,1913,0.01,56,40,566,6,438,0.22,1.29,7.82,313,0.1,0.09,536,4644,28,349,0.08,135.1,16.89
00-0029668,LuckAn00,10695,1111,14008,7237,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,6439,25711,14874,461175,Andrew,Luck,"Luck, Andrew",Andrew Luck,QB,IND,29.9,24.59,2022,47.5,9.1,6.3,3.4,0.8,3.9,1.8,2012,Stanford,1,1,,,76,240,32.625,10,4.67,2.75,1.65,NA,36,124,4.28,6.8,9.84,1119,0.985,16,639,430,4593,39,15,7.19,643,46,148,,405,1726,0.11,1,,,,,,,,0,0,,631,4726,13,332,0.04,324.52,20.28
00-0034845,MichSo00,13607,4962,19828,12880,1376da0d-0448-4a37-bd99-842c4580eeda,13134,31001,3128721,823041,Sony,Michel,"Michel, Sony",Sony Michel,RB,NEP,24.5,2.41,2023,48,63.9,8.2,19.4,3.4,22.3,3.6,2018,Georgia,1,31,4,7,71,215,31.25,9.125,4.54,2.62,1.56,22,NA,NA,4.21,NA,9.18,320,0.286,13,,,,,,,572,209,931,6,478,2037,0.44,11,7,50,,15,0.04,3.33,1.36,50,0.02,0,487,3518,57,305,0.19,141.1,10.85
00-0034855,MayfBa00,13590,4892,19790,12619,30198d30-9769-4e10-ac86-b4c91d940802,13072,30971,3052587,748070,Baker,Mayfield,"Mayfield, Baker",Baker Mayfield,QB,CLE,24.3,8.17,2023,48.8,9.6,7.2,3.3,1,6.6,1.9,2018,Oklahoma,1,1,19,2,73,215,30.25,9.25,4.84,2.84,1.72,NA,29,111,4.28,7,5.65,906,0.8304,14,486,310,3725,27,14,7.66,571,39,131,,469,2082,0.08,,,,,,,,,0,,,635,6312,8,297,0.03,242.1,17.29
00-0033537,WatsDe00,13113,4017,18857,11712,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,12151,30125,3122840,828743,Deshaun,Watson,"Watson, Deshaun",Deshaun Watson,QB,HOU,23.9,3.46,2022,49.6,9.8,7.1,2.9,1,2.8,1,2017,Clemson,1,12,28,7,74,215,33,9.75,4.66,2.72,1.6,NA,32.5,119,4.31,6.95,9.3,1093,0.9991,16,505,345,4165,26,9,8.25,505,99,551,5,472,2016,0.21,,,,,,,,,0,,,466,3945,33,275,0.12,337.7,21.11
00-0033536,WillMi07,13154,4068,18914,11885,12f27311-7cd6-4ca5-ba7d-571e9de5e1eb,12183,30120,3045138,733754,Mike,Williams,"Williams, Mike",Mike Williams,WR,LAC,24.9,4.94,2022,50.5,66.8,10.9,23.6,4.4,25.1,4.2,2017,Clemson,1,7,7,6,76,220,33.375,9.375,4.59,2.63,1.71,15,32.5,121,NA,NA,6.37,622,0.6251,16,,,,,,,512,7,28,1,398,1873,0.02,66,43,664,10,964,0.37,0.69,14.61,118,0.13,0.24,508,3961,38,313,0.12,178.2,11.14
00-0032764,HenrDe00,12626,3198,17959,10819,87c481c7-7414-43cc-82df-19ca0c2ae22e,11238,29279,3043078,732145,Derrick,Henry,"Henry, Derrick",Derrick Henry,RB,TEN,25.1,1.35,2020,51.2,68,8.5,20.9,2.4,16.6,3.9,2016,Alabama,2,14,9,8,75,247,33,8.75,4.54,2.67,1.6,22,37,NA,4.38,7.2,8.82,401,0.4067,16,,,,,,,432,215,1059,12,454,2023,0.47,18,15,99,,21,0.07,4.71,1.17,115,0.04,0.01,428,3297,55,263,0.21,202.8,12.68
00-0033871,DaviCo03,13153,4036,18879,11733,e21e9081-44aa-464b-8d3e-83918d48b921,12169,30118,3042778,732121,Corey,Davis,"Davis, Corey",Corey Davis,WR,TEN,24.6,6.35,2022,51.7,68.4,9.8,24.4,4.6,35.8,4.5,2017,Western Michigan,1,5,2,1,75,209,,,,,,,,,,,,872,0.8844,16,,,,,,,432,6,55,,454,2023,0.01,112,65,891,4,1160,0.64,0.77,10.36,267,0.26,0.35,428,3297,49,263,0.19,183.6,11.48
00-0034358,GuicDe00,13605,4949,19797,12620,1c42cbe4-115b-4f28-ac50-e9bc977371b2,13094,31029,3843750,865565,Derrius,Guice,"Guice, Derrius",Derrius Guice,RB,WAS,22.1,1.14,2022,53.8,71.3,14.5,21.2,4.4,34.5,4.3,2018,LSU,2,27,2,3,71,225,30.75,9,4.49,2.62,1.55,15,31.5,NA,NA,NA,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031285,FreeDe00,11660,2168,16524,9326,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,9423,27631,16944,592914,Devonta,Freeman,"Freeman, Devonta",Devonta Freeman,RB,ATL,27.4,8.25,2023,54.6,72.4,12.2,22.1,3.5,16.9,3,2014,Florida State,4,3,15,,68,206,29.375,9.625,4.58,2.69,1.66,14,31.75,117,4.26,7.11,3.15,67,0.0632,2,,,,,,,615,14,68,,351,1573,0.04,7,5,23,,1,0.02,23,0.14,20,0.01,0,603,5322,2,322,0.01,14.1,7.05
00-0030874,WillDa05,11886,1833,16031,9644,90908a56-901b-466d-8689-943075da96fe,9570,28115,17359,691283,Damien,Williams,"Williams, Damien",Damien Williams,RB,KCC,27.4,2.55,2021,54.8,72.6,12.1,22.6,4.4,13.1,3.9,2014,Oklahoma,,,100,,71,224,30.625,9.125,4.45,2.61,1.56,16,32.75,121,4.25,7.37,7.8,180,0.1722,10,,,,,,,583,50,256,4,387,1855,0.13,24,23,160,2,-44,0.06,-3.64,-1.83,208,0.04,-0.01,559,4977,24,346,0.07,100.6,10.06
,,14071,5892,20882,13556,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,13978,31905,4035538,,David,Montgomery,"Montgomery, David",David Montgomery,RB,CHI,22.2,1,2023,55,72.9,13.9,20.7,4.5,24.1,4.5,2019,Iowa State,3,9,,,70,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14101,5878,20792,13425,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,14055,31864,4047839,,N'Keal,Harry,"Harry, N'Keal",NKeal Harry,WR,NEP,21.7,2.52,2024,56.3,74.2,15.3,25.8,5.1,58.8,11.5,2019,Arizona State,1,32,,,76,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031428,RobiAl02,11678,1992,16263,9264,0fd32417-8410-4a8f-8919-386c433bca43,9297,27589,16799,609496,Allen,Robinson,"Robinson, Allen",Allen Robinson,WR,CHI,26,14,2021,56.7,74.8,11.1,27.2,4.4,26.4,5.4,2014,Penn State,2,29,14,,75,211,32,9.5,4.56,2.65,1.59,NA,40.5,129,4,6.795,9.68,765,0.7116,13,,,,,,,510,1,9,,466,1932,0,94,55,754,4,1124,0.46,0.67,11.96,216,0.19,0.25,501,4473,36,283,0.13,155.3,11.95
00-0033879,HowaO.00,13188,4055,18901,11806,93ed8c6f-b676-46d3-bf82-6155e89b4a68,12161,30132,3043080,732147,OJ,Howard,"Howard, O.J.",OJ Howard,TE,TBB,24.7,2.77,2022,56.8,75.9,9.8,4.6,0.8,4.4,0.8,2017,Alabama,1,19,11,8,78,251,33.75,10,4.51,2.61,1.55,22,30,121,4.16,6.85,9.87,435,0.3901,10,,,,,,,624,,,,389,1525,,48,34,565,5,570,0.18,0.99,11.88,209,0.08,0.09,620,6629,28,344,0.08,120.5,12.05
00-0031382,LandJa00,11680,1825,16020,9454,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,9405,27591,16790,589991,Jarvis,Landry,"Landry, Jarvis",Jarvis Landry,WR,CLE,26.7,15.1,2023,57.6,75.9,10.3,28.6,3.8,33.5,5.5,2014,LSU,2,31,29,,71,196,31.75,10.25,4.715,2.79,1.68,12,30,111.5,4.64,7.61,0.84,957,0.8772,16,,,,,,,571,3,60,1,469,2082,0.01,148,81,976,4,1729,0.54,0.56,11.68,261,0.23,0.27,635,6312,46,297,0.15,214.6,13.41
00-0033009,BoydTy00,12650,3225,17986,10822,76a5edec-5ff7-49fa-a8ec-5768a372279d,11271,29288,3045144,742387,Tyler,Boyd,"Boyd, Tyler",Tyler Boyd,WR,CIN,24.7,10.75,2024,59.3,78.1,9.5,28.6,3.6,26,3.7,2016,Pittsburgh,2,24,11,13,74,203,32,9.75,4.575,2.675,1.59,11,34,119,4.35,6.9,4.99,773,0.7753,14,,,,,,,542,2,3,,357,1676,0.01,108,76,1028,7,1087,0.48,0.95,10.06,426,0.2,0.25,530,4357,54,273,0.2,221.1,15.79
00-0033881,EngrEv00,13189,4066,18912,11805,e21365af-8d66-416e-b0a5-8816d18fcfd9,12205,30136,3051876,749185,Evan,Engram,"Engram, Evan",Evan Engram,TE,NYG,25,2.68,2022,60.5,80.6,8.5,5,0.8,5.3,0.8,2017,Ole Miss,1,23,12,13,75,240,33.5,10,4.42,2.58,1.56,19,36,125,4.23,6.92,9.4,475,0.4625,11,,,,,,,581,,,,350,1600,,64,45,577,3,342,0.22,1.69,5.34,398,0.11,0.08,574,4450,25,278,0.09,120.7,10.97
00-0034109,LindPh00,13614,5170,20128,12715,8322b598-ab65-4b2c-8a54-af37f67a062d,13357,31379,3052117,747861,Phillip,Lindsay,"Lindsay, Phillip",Phillip Lindsay,RB,DEN,25.1,0.58,2021,61.7,81.4,10.9,24.2,3.1,25.7,3.8,2018,Colorado,,,100,,68,190,30.875,8.625,4.44,2.65,1.62,14,35.5,124,4.36,7.17,5.04,453,0.4218,15,,,,,,,586,192,1037,9,393,1907,0.49,47,35,241,1,-26,0.11,-9.27,-0.55,298,0.08,-0.01,596,4191,61,279,0.22,222.8,14.85
,,14079,6151,20933,13521,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,14040,31885,4045163,,Miles,Sanders,"Sanders, Miles",Miles Sanders,RB,PHI,22.3,1.34,2023,65.1,85.7,18.4,24.2,7.2,34.6,8.3,2019,Penn State,2,21,,,71,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032211,LockTy00,12187,2374,16830,10161,dffa69ad-331e-4f09-ae38-40a5a4406be6,10408,28457,2577327,605242,Tyler,Lockett,"Lockett, Tyler",Tyler Lockett,WR,SEA,26.9,10.25,2022,65.2,85.6,13.5,30.9,7.7,19.5,3.3,2015,Kansas State,3,5,25,,70,182,30,8.375,4.4,2.59,1.55,NA,35.5,121,4.07,6.89,8.17,908,0.8494,16,,,,,,,427,13,69,,532,2542,0.02,71,57,965,10,910,0.44,1.06,12.82,240,0.18,0.24,400,3740,40,281,0.14,220.4,13.78
00-0023459,RodgAa00,7836,96,2593,4307,0ce48193-e2fa-466e-a986-33f751add206,3118,7200,8439,213957,Aaron,Rodgers,"Rodgers, Aaron",Aaron Rodgers,QB,GBP,35.7,33.5,2024,67.6,16.7,11.4,5.8,2,3.8,1.2,2005,California,1,24,,,74,225,NA,NA,4.77,2.81,1.7,NA,34.5,110,4.37,7.28,6.76,1012,0.9423,16,597,372,4442,25,2,7.44,639,43,269,2,346,1718,0.12,,,,,,,,,0,,,628,5459,20,299,0.07,312.58,19.54
00-0034750,PennRa00,13608,4985,19799,12830,2b119688-83b5-4d19-acbf-fa2087035fae,13143,30997,3139925,840691,Rashaad,Penny,"Penny, Rashaad",Rashaad Penny,RB,SEA,23.5,2.69,2023,68,89.4,10.9,25,4.3,32.4,3.9,2018,San Diego State,1,27,3,6,71,220,31.25,9.25,4.46,2.63,1.58,13,32.5,120,NA,NA,7.75,181,0.1693,12,,,,,,,427,85,419,2,532,2542,0.16,12,9,75,,7,0.05,10.71,0.58,73,0.03,0,400,3740,21,281,0.07,70.4,5.87
00-0034775,KirkCh01,13633,4950,19815,12508,ebcd87ce-218c-4144-810b-921c2f59d6e8,13095,31017,3895856,865801,Christian,Kirk,"Kirk, Christian",Christian Kirk,WR,ARI,22.7,1.47,2022,68.8,90.2,12.9,30.2,4.2,33.1,4.5,2018,Texas A&M,2,15,12,13,71,200,30.375,9.875,4.47,2.59,1.54,20,35.5,115,4.45,7.09,6.83,542,0.5754,12,,,,,,,494,3,35,,353,1341,0.01,68,43,590,3,653,0.32,0.9,9.6,226,0.15,0.15,466,4310,23,212,0.11,123.5,10.29
00-0031325,WatkSa00,11670,1817,16003,9249,7d80b51f-1462-442e-aa7f-8c320a62deed,9388,27532,16725,602118,Sammy,Watkins,"Watkins, Sammy",Sammy Watkins,WR,KCC,26.2,16,2021,69,90.4,14.1,30.6,5.3,32.9,4.9,2014,Clemson,1,4,1,,73,211,32,9.625,4.43,2.59,1.55,16,34,126,4.34,6.95,8.82,459,0.4392,10,,,,,,,583,5,52,,387,1855,0.01,55,40,519,3,526,0.22,0.99,9.56,225,0.1,0.11,559,4977,26,346,0.08,115.1,11.51
00-0033556,CoheTa00,13290,4157,19003,11758,a8342d20-9901-49a6-bc45-79f192418188,12322,30232,3066158,756928,Tarik,Cohen,"Cohen, Tarik",Tarik Cohen,RB,CHI,24.1,0.76,2021,69.6,91.4,10,27.7,2.8,32.6,4.4,2017,North Carolina A&T,4,12,47,,66,181,29.75,10.125,4.42,2.59,1.54,11,31.5,118,NA,NA,4.56,495,0.4605,16,,,,,,,510,99,441,3,466,1932,0.21,89,71,725,5,316,0.32,2.29,3.55,513,0.18,0.07,501,4473,49,283,0.17,235.6,14.73
00-0034348,SuttCo00,13630,5045,19800,12586,b55ae5ba-593f-4560-9cab-14e10698e01d,13129,31010,3128429,838878,Courtland,Sutton,"Sutton, Courtland",Courtland Sutton,WR,DEN,23.8,1.71,2022,72.4,94.7,13.5,32.9,4.5,40.4,5.3,2018,SMU,2,8,10,16,76,216,32.375,9.75,4.54,2.61,1.52,18,35.25,125,NA,6.57,9.83,819,0.7626,16,,,,,,,586,1,-1,,393,1907,0,84,42,704,4,1176,0.41,0.6,14,174,0.14,0.28,596,4191,30,279,0.11,136.3,8.52
00-0033090,HenrHu00,12676,3214,17975,10735,705899da-3c20-4bc3-b5d0-2e6e40655131,11299,29269,3046439,744425,Hunter,Henry,"Henry, Hunter",Hunter Henry,TE,LAC,24.7,1.6,2020,73,96.3,14,5.8,1,5.5,0.8,2016,Arkansas,2,4,23,17,77,250,32.75,9.25,4.73,2.79,1.65,17,31.5,113,4.46,7.21,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033127,FullWi01,12647,3157,17916,10818,095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30,11295,29255,3052876,749948,Will,Fuller,"Fuller, Will",Will Fuller,WR,HOU,25.3,2.54,2021,74,96.8,8.5,35.3,3.8,32.2,4.8,2016,Notre Dame,1,21,12,14,72,184,30.75,8.25,4.32,2.51,1.51,10,33.5,126,4.27,6.93,8.01,375,0.3428,7,,,,,,,505,,,,472,2016,,45,32,503,4,623,0.26,0.81,13.84,166,0.1,0.16,466,3945,23,275,0.08,106.3,15.19
00-0033885,NjokDa00,13192,4033,18876,11734,8f86fcea-90e8-49ea-bc78-5c7659313e57,12186,30142,3123076,832098,David,Njoku,"Njoku, David",David Njoku,TE,CLE,23.1,2.38,2022,74.3,98,9.3,7.1,0.9,9.5,1.3,2017,Miami,1,29,13,14,76,246,35.25,10,4.66,2.705,1.615,21,38.75,132,4.43,6.97,9.27,871,0.7984,16,,,,,,,571,,,,469,2082,,89,56,639,4,780,0.3,0.82,8.76,294,0.14,0.12,635,6312,27,297,0.09,143.9,8.99
00-0034860,PettDa00,13634,4992,19854,12884,20d16690-560b-4a01-af20-8870ef07ea70,13160,31014,3127306,837820,Dante,Pettis,"Pettis, Dante",Dante Pettis,WR,SFO,23.8,1.6,2022,75.2,98.3,8.5,33.9,4.1,31.5,4.5,2018,Washington,2,12,17,27,73,195,32.25,9.5,4.53,2.66,1.62,NA,36,125,NA,NA,6.28,452,0.4276,9,,,,,,,532,1,-2,,422,1892,0,45,27,467,5,514,0.23,0.91,11.42,205,0.09,0.14,510,3627,19,298,0.06,103.5,11.5
00-0032058,ColeTe01,12152,2378,16834,10081,5827b78b-5150-4ba9-bc46-902428e99a31,10359,28461,2979477,696080,Tevin,Coleman,"Coleman, Tevin",Tevin Coleman,RB,SFO,26.3,4.25,2021,77.1,100.9,10.9,29.7,3,27.7,3.8,2015,Indiana,3,9,11,,73,210,32,8.625,4.45,2.53,1.57,22,NA,NA,NA,NA,9.63,580,0.5472,16,,,,,,,615,167,800,4,351,1573,0.48,44,32,276,5,28,0.11,9.86,0.64,271,0.07,0.01,603,5322,51,322,0.16,193.6,12.1
00-0029137,JeffAl00,10722,1149,14187,8029,5c529c33-8a1d-413a-b635-880ac86f30c1,7441,25755,14912,504323,Alshon,Jeffery,"Jeffery, Alshon",Alshon Jeffery,WR,PHI,29.5,13,2022,77.7,101.4,9.9,35.9,5,25.3,3.9,2012,South Carolina,2,13,,,75,218,33,10.25,4.53,2.68,1.69,NA,36.5,122,4.22,6.76,7.91,770,0.7051,13,,,,,,,598,,,,398,1585,,92,65,843,6,1002,0.42,0.84,10.89,272,0.16,0.25,567,4051,48,309,0.16,185.3,14.25
00-0029263,WilsRu00,10703,1234,14536,8043,409d4cac-ee90-4470-9710-ebe671678339,7460,25785,14881,401534,Russell,Wilson,"Wilson, Russell",Russell Wilson,QB,SEA,30.7,35,2024,77.8,21.2,14,7.2,1.4,10.8,3.9,2012,Wisconsin,3,12,,,71,215,31,10.25,4.55,2.66,1.59,NA,34,118,4.09,6.97,8.9,1069,1,16,427,280,3448,35,7,8.07,427,67,376,,532,2542,0.13,,,,,,,,,-1,,,400,3740,23,281,0.08,301.52,18.85
00-0032950,WentCa00,12610,3161,17920,10856,e9a5c16b-4472-4be9-8030-3f77be7890cb,11257,29236,2573079,613866,Carson,Wentz,"Wentz, Carson",Carson Wentz,QB,PHI,26.6,32,2025,78,21.3,14,7.2,1.5,9.1,2.3,2016,North Dakota State,1,2,36,6,77,237,33.25,10,4.77,2.75,1.65,NA,30.5,118,4.15,6.86,9.69,724,0.663,11,401,279,3074,21,7,7.67,598,34,93,,398,1585,0.09,,,,,,,,,9,,,567,4051,10,309,0.03,202.26,18.39
00-0027966,IngrMa00,10276,956,13337,7244,f336567d-44a9-4245-8452-1dd485fd70fb,6471,24815,13981,456613,Mark,Ingram,"Ingram, Mark",Mark Ingram,RB,BAL,29.7,5,2022,79.8,104.3,12.9,31.2,3.5,21.3,3.8,2011,Alabama,1,28,,,69,215,30.75,9.5,4.62,2.665,1.605,21,31.5,113,4.62,7.13,3.83,350,0.333,12,,,,,,,519,138,645,6,471,2025,0.29,27,21,170,1,9,0.08,18.89,0.33,155,0.05,0,503,3149,39,322,0.12,144.5,12.04
00-0033118,DrakKe00,12630,3242,18003,11002,a0b93053-d349-4dd1-a840-24577102699b,11263,29307,2979843,694588,Kenyan,Drake,"Drake, Kenyan",Kenyan Drake,RB,MIA,25.6,0.85,2020,80.2,104.8,12.3,30.6,4.1,28.5,4.1,2016,Alabama,3,10,25,19,73,211,31.75,9.75,4.45,2.64,1.64,10,34.5,123,4.21,7.04,7.58,545,0.5924,16,,,,,,,452,120,535,4,371,1738,0.32,73,53,477,5,174,0.29,2.74,2.38,435,0.17,0.05,426,3490,46,224,0.21,208.2,13.01
,,14104,5859,21042,13432,a9e580f2-1fbe-46fb-887c-c84089b507e4,13946,31883,4047646,,A.J.,Brown,"Brown, A.J.",AJ Brown,WR,TEN,,1.41,2023,80.5,105,21.8,37.4,10.1,73.1,10.8,2019,Ole Miss,2,19,,,72,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14102,5846,20875,13424,754faf0f-40f7-45f0-b23b-6ce990ecaf26,13940,31896,4047650,,D.K.,Metcalf,"Metcalf, DK",DK Metcalf,WR,SEA,21.7,1.15,2023,81.3,106,14,36,7.9,60.5,14.7,2019,Ole Miss,2,32,,,75,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033923,HuntKa00,13138,4098,18944,11739,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,12295,30199,3059915,746613,Kareem,Hunt,"Hunt, Kareem",Kareem Hunt,RB,CLE,24,1.1,2020,81.8,106.8,20.2,31.9,6.4,56,7,2017,Toledo,3,22,9,15,71,216,31.375,9.625,4.635,2.69,1.61,18,36.5,119,4.58,7.27,4.94,502,0.4804,11,,,,,,,583,181,824,7,387,1855,0.47,35,26,378,7,68,0.1,5.56,1.94,,0.06,0.01,559,4977,63,346,0.18,230.2,20.93
00-0033594,CarsCh00,13364,4273,19119,11784,0afca88b-83e7-49d6-80df-1f68b21cca9f,12446,30362,3919596,882734,Chris,Carson,"Carson, Chris",Chris Carson,RB,SEA,24.9,0.62,2021,81.9,106.9,16.8,31.4,5.3,20.1,3,2017,Oklahoma State,7,31,100,,71,222,33.25,9.625,4.58,2.66,1.6,23,38,NA,4.33,7.58,7.44,454,0.4247,14,,,,,,,427,247,1151,9,532,2542,0.46,24,20,163,,1,0.09,163,0.04,163,0.06,0,400,3740,68,281,0.24,205.4,14.67
00-0033106,GoffJa00,12611,3163,17922,10729,aba8f925-ffbf-4654-bfa7-a25d3d237494,11205,29235,3046779,727837,Jared,Goff,"Goff, Jared",Jared Goff,QB,LAR,24.8,6.98,2021,84.3,24.4,10,7.9,1.9,11,2.9,2016,California,1,1,31,5,76,222,32.75,9,4.82,2.71,1.66,NA,27,110,4.47,7.17,6.52,1064,0.9673,16,562,364,4688,32,13,8.34,565,42,108,2,412,1913,0.1,,,,,,,,,0,,,536,4644,9,349,0.03,312.32,19.52
00-0032688,AndeRo04,12930,3423,18187,11191,e81fb788-1478-4936-ae12-f6ed7ec23476,11627,29785,2574808,608360,Robby,Anderson,"Anderson, Robby",Robby Anderson,WR,NYJ,26.3,3.1,2020,84.9,110.5,16.3,38.4,6.9,28.1,5.5,2016,Temple,,,100,,75,190,,,,,,,,,,,,682,0.6813,14,,,,,,,524,2,-8,,409,1610,0,93,50,752,6,1431,0.5,0.53,15.39,181,0.18,0.32,509,4531,30,228,0.13,160.4,11.46
,,14056,5849,20889,13613,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,13950,31833,3917315,,Kyler,Murray,"Murray, Kyler",Kyler Murray,QB,ARI,22,8.79,2024,90.3,27.4,15.6,9.1,2.9,11.3,3.5,2019,Oklahoma,1,1,,,70,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032385,ShepSt00,12658,3200,17961,10988,1ffc735b-74d8-44d2-ab32-00c5485c799f,11326,29274,2976592,691278,Sterling,Shepard,"Shepard, Sterling",Sterling Shepard,WR,NYG,26.5,10.25,2024,91.6,119,13.4,41.8,5.7,37.3,5.4,2016,Oklahoma,2,9,6,7,70,203,30.375,9.75,4.48,2.6,1.55,20,41,123,4.35,7,8.3,934,0.9094,16,,,,,,,581,3,33,,350,1600,0.01,107,66,872,4,1107,0.45,0.79,10.35,309,0.19,0.25,574,4450,48,278,0.17,180.5,11.28
00-0034838,FreeRo00,13617,5046,19823,12892,82f459c4-bf23-4d60-9eb6-b062994f5517,13172,31041,3122672,835779,Royce,Freeman,"Freeman, Royce",Royce Freeman,RB,DEN,23.5,0.99,2022,92.4,120.1,11.9,33.7,3.5,36.2,3.9,2018,Oregon,3,7,8,11,72,238,32,9.5,4.54,2.66,1.6,17,34,118,4.16,6.9,8.57,308,0.2868,14,,,,,,,586,130,521,5,393,1907,0.33,20,14,72,,15,0.05,4.8,0.75,59,0.03,0,596,4191,32,279,0.11,103.3,7.38
00-0034353,MillAn02,13639,5013,19864,12763,bfaedf99-7618-4925-b362-90415c22a3b6,13152,31021,3050487,749136,Anthony,Miller,"Miller, Anthony",Anthony Miller,WR,CHI,24.8,1.34,2022,93.8,121.7,9.7,43.3,3.5,47.4,7.4,2018,Memphis,2,19,13,22,71,190,31.625,10,4.55,2.64,1.62,22,39,125,4.31,6.7,8.36,576,0.5358,14,,,,,,,510,6,26,,466,1932,0.01,54,33,423,7,622,0.26,0.68,11.52,141,0.11,0.14,501,4473,19,283,0.07,119.9,8.56
00-0031062,WhitJa02,11747,1848,16056,9524,39f70428-a78a-494c-8676-438d953c289e,9426,27658,16913,556294,James,White,"White, James",James White,RB,NEP,27.5,4,2021,94.5,122.7,11.1,33.6,3.8,29.8,3.9,2014,Wisconsin,4,30,23,,70,205,29.25,8.25,4.57,2.66,1.6,23,32,114,4.2,7.05,5.82,600,0.5362,16,,,,,,,572,94,425,5,478,2037,0.2,123,87,751,7,417,0.46,1.8,3.39,603,0.25,0.12,487,3518,60,305,0.2,276.6,17.29
,,14138,5844,20805,13610,bd1120b6-38b3-4225-a4b0-20660a149d0d,14051,31840,4036133,,T.J.,Hockenson,"Hockenson, T.J.",TJ Hockenson,TE,DET,22.1,4.96,2024,94.9,123.6,25.7,8.6,1.6,20.2,4.1,2019,Iowa,1,8,,,77,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029293,JoneMa02,10738,1067,13870,8223,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,7503,25876,15072,461620,Marvin,Jones,"Jones, Marvin",Marvin Jones,WR,DET,29.4,8,2021,99.3,128.7,12.4,42.5,5.7,34.6,5.3,2012,California,5,31,,,74,198,33.125,10,4.46,2.58,1.51,22,33,112,4.11,6.81,9.16,538,0.5005,9,,,,,,,572,,,,401,1626,,62,35,508,5,906,0.33,0.56,14.61,101,0.11,0.24,571,3847,27,263,0.1,115.8,12.87
,,14112,5880,21005,13525,db0c3b1c-8d18-435a-864a-cdd696f963b6,14056,31891,3121410,,Parris,Campbell,"Campbell, Parris",Parris Campbell,WR,IND,22.1,1.19,2023,99.4,128.8,24.4,41,7.5,65.8,12.6,2019,Ohio State,2,27,,,72,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14105,5848,21045,13502,feeee40a-dd63-41a7-89cd-6c95b5456833,14010,31857,4241372,,Marquise,Brown,"Brown, Marquise",Marquise Brown,WR,BAL,22.2,2.95,2024,100.3,129.9,24.2,44.9,7.5,69.7,12.5,2019,Oklahoma,1,25,,,69,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
