PLAYERID,DRAFTYEAR,POSITION,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE
16061,2018,OG,,,,,,,,
16062,2018,TE,5.02,2.89,1.78,13,33,908,4.88,7.97
16063,2018,OG,5.68,3.26,1.97,20,23,808,5.08,8.15
16064,2018,RB,4.81,2.75,1.6,20,29.5,810,4.45,7.09
16065,2018,LB,4.96,2.81,1.69,9,27.5,903,4.48,7.27
16066,2018,WR,4.45,2.65,1.6,,30,908,4.37,7.14
16067,2018,RB,4.45,2.58,1.57,22,36.5,911,4.56,7.22
16068,2018,OT,5.23,3.07,1.83,28,27.5,805,4.64,7.88
16069,2018,CB,4.46,2.59,1.54,14,35.5,1000,4.28,6.92
16070,2018,CB,4.66,2.7,1.63,,33.5,911,4.27,7.08
16071,2018,RB,4.56,2.58,1.51,16,31,1000,4.41,7.19
16072,2018,P,,,,,,,,
16073,2018,OC,,,,26,26.5,809,4.63,
16074,2018,QB,4.7,2.76,1.65,,30,900,4.44,7.38
16075,2018,CB,4.5,2.56,1.59,19,33.5,1003,4.19,7.03
16076,2018,WR,4.43,2.57,1.58,4,37,1006,4.32,7.1
16077,2018,CB,4.64,2.67,1.57,4,38,1004,3.94,6.28
16078,2018,LB,4.67,2.7,1.64,22,33,908,4.33,7.18
16079,2018,LB,,,,18,33.5,1004,4.28,7.06
16080,2018,TE,5.25,3,1.85,12,24.5,711,4.75,7.96
16081,2018,CB,4.69,2.73,1.65,22,33.5,906,4.09,7.02
16082,2018,SS,4.7,2.72,1.65,11,29.5,906,4.34,7.15
16083,2018,CB,4.47,2.7,1.59,17,35,1005,4.4,6.99
16084,2018,WR,,,,,,,,
16085,2018,DT,5.27,3.08,1.82,16,20,808,4.87,7.9
16086,2018,OG,5.38,3.12,1.83,18,24,805,4.94,8.17
16087,2018,SS,4.89,2.74,1.68,7,27.5,904,4.19,7.02
16088,2018,DT,5.13,2.9,1.81,17,29,905,4.65,7.64
16089,2018,OG,5.64,3.23,1.94,18,26.5,801,5.03,8.39
16090,2018,OT,5.52,3.2,1.93,22,26,708,5.19,8.44
16091,2018,SS,4.71,2.73,1.64,14,32.5,910,4.53,7.43
16092,2018,OC,5.2,3,1.76,,,,,
16093,2018,LB,4.59,2.66,1.68,23,34.5,1001,4.44,6.9
16094,2018,WR,4.65,2.65,1.6,10,34,909,3.97,7.06
16095,2018,TE,4.98,2.91,1.81,23,29,905,4.56,7.25
16096,2018,OC,5.16,2.98,1.82,28,32,902,4.57,7.87
16097,2018,LB,4.65,2.71,1.61,,38.5,1002,4.64,7.34
16098,2018,WR,4.47,2.6,1.59,16,38,1008,4.23,6.76
16099,2018,DT,4.88,2.82,1.67,21,29,902,,
16100,2018,FB,4.75,2.72,1.65,19,34.5,909,4.39,7.28
16101,2018,WR,4.48,2.59,1.52,15,33,909,4.2,6.87
16102,2018,SS,4.65,2.63,1.62,11,32,1004,4.4,7.06
16103,2018,SS,4.73,2.71,1.64,16,37,1002,4.19,7.04
16104,2018,WR,4.49,2.59,1.58,,38,1003,4.05,6.64
16105,2018,RB,4.65,2.72,1.66,19,37,1004,4.39,7.31
16106,2018,OC,5.4,3.1,1.86,21,26,805,4.9,
16107,2018,CB,4.38,2.55,1.52,14,35,1007,3.98,6.71
16108,2018,OC,5.53,3.14,1.9,14,24,801,5,7.97
16109,2019,CB,4.37,2.56,1.51,8,36,1004,,
16110,2018,OT,5.31,3.12,1.96,22,25,808,4.81,8
16111,2018,FS,4.67,2.74,1.61,,30,811,4.38,7.26
16112,2018,QB,,,,,,,,
16113,2018,OG,5.31,3.1,1.91,33,30,802,4.65,7.7
16114,2018,OG,5.33,3.12,1.88,26,25.5,806,4.77,8.2
16115,2018,OC,5.24,2.94,1.82,25,27,807,4.66,7.75
16116,2018,TE,4.96,2.83,1.7,13,32.5,901,4.75,7.32
16117,2018,QB,,,,,,,,
16118,2018,WR,4.67,2.74,1.64,9,34,906,4.37,7.24
16119,2018,LS,,,,,,,,
16120,2018,TE,5.15,2.96,1.79,,,,4.51,7.49
16121,2018,OG,5.08,2.95,1.78,31,26,806,5.2,8.04
16122,2018,WR,4.81,2.83,1.67,,30,904,4.35,7.15
16123,2018,WR,4.56,2.62,1.56,16,34.5,1004,4.4,7.2
16124,2018,FS,4.6,2.62,1.52,9,30.5,908,4.25,6.92
16125,2018,DE,4.84,2.79,1.68,17,31,907,4.78,7.9
16126,2018,LB,5,2.87,1.69,19,29,902,4.45,7.26
16127,2018,CB,4.44,2.6,1.58,11,36,1000,4.5,7.04
16128,2018,CB,4.62,2.7,1.66,5,33,905,4.38,7.07
16129,2018,FS,4.51,2.56,1.63,16,34,1003,4.39,7.16
16130,2018,WR,4.56,2.73,1.64,20,37.5,1002,4.23,6.99
16131,2018,DT,5.1,3.02,1.77,21,29,904,4.97,8.33
16132,2018,DE,4.82,2.79,1.67,25,32,904,4.59,7.62
16133,2018,FB,4.67,2.76,1.64,15,32,906,4.41,6.98
16134,2018,SS,4.76,2.72,1.59,6,34.5,1000,4.31,7.32
16135,2018,RB,,,,17,,,,
16136,2018,DE,5.47,3.13,1.79,14,31,709,4.97,8.25
16137,2018,DE,4.78,2.8,1.72,20,29.5,905,4.9,7.45
16138,2018,OT,5.32,3.01,1.84,20,26,804,4.82,7.6
16139,2018,FS,4.55,2.61,1.53,14,37.5,1005,4.22,6.85
16140,2018,OT,5.5,3.02,1.95,18,24,806,4.99,8.32
16141,2018,CB,4.7,2.76,1.69,,32.5,906,4.38,7.2
16142,2018,SS,4.71,2.71,1.7,11,32.5,904,4.62,7.46
16143,2018,RB,4.59,2.69,1.62,20,35.5,906,4.33,7.02
16144,2018,WR,4.49,2.52,1.52,6,36.5,1003,4.31,7.32
16145,2018,TE,,,,,,,,
16146,2018,LB,,,,,35,,,
16147,2018,OC,,,,21,30.5,900,4.4,7.29
16148,2018,LS,4.96,2.82,1.72,,33.5,909,4.51,7.52
16149,2018,DE,4.89,2.82,1.67,22,30,,4.52,7.2
16150,2018,WR,,,,,,,,
16151,2018,DT,4.89,2.84,1.67,28,35.5,905,4.37,7.32
16152,2018,RB,4.63,2.72,1.64,19,35,1004,,
16153,2018,WR,4.54,2.64,1.59,14,34.5,1000,4.32,7.11
16154,2018,OG,5.58,3.17,1.87,17,23.5,802,4.95,7.86
16155,2018,WR,,,,,,,,
16156,2018,DT,5.27,2.91,1.81,25,30,805,4.76,7.73
16157,2018,WR,4.56,2.64,1.7,22,32,1002,4.43,7.07
16158,2018,RB,4.58,2.64,1.63,19,31.5,906,4.59,7.76
16159,2018,WR,4.87,2.81,1.76,,32,1001,5.07,7.76
16160,2018,WR,4.83,2.7,1.7,16,31,1000,4.45,7.34
16161,2018,WR,,,,,,,,
16162,2018,WR,4.57,2.68,1.57,9,37.5,1006,4.21,6.98
16163,2018,OT,,,,,,,,
16164,2018,WR,4.67,2.68,1.66,4,30.5,909,4.05,7.03
16165,2018,WR,4.71,2.76,1.67,,30.5,910,4.57,7.2
16166,2018,WR,4.93,2.71,1.72,14,34,908,4.36,7.14
16167,2018,RB,4.71,2.71,1.65,23,33,910,4.37,7.09
16168,2018,DE,,,,,,,,
16169,2018,FS,4.5,2.61,1.58,20,40,1002,4.27,6.93
16170,2018,RB,4.63,2.68,1.6,18,30,901,4.31,6.93
16171,2019,TE,4.63,2.74,1.68,19,32.5,902,4.33,7.32
16172,2018,RB,,,,,,,,
16173,2018,SS,4.82,2.76,1.69,8,31.5,908,4.57,6.94
16174,2018,OG,5.22,3,1.77,16,27,901,4.94,8.1
16175,2018,OG,5.19,2.94,1.82,24,34,906,4.68,7.87
16176,2018,LB,,,,19,33.5,1009,4.22,7
16177,2018,FS,4.59,2.65,1.66,18,36.5,1000,4.32,7.33
16178,2018,DT,5.6,3.12,1.95,15,23,710,4.8,8.26
16179,2018,TE,4.88,2.82,1.72,16,32,906,4.7,7.48
16180,2018,K,,,,,,,,
16181,2018,SS,4.77,2.75,1.7,11,32.5,903,4.26,7.11
16182,2018,DE,4.88,2.84,1.71,23,27.5,905,4.64,7.76
16183,2018,WR,4.53,2.63,1.59,,33.5,905,4.53,7
16184,2018,WR,4.81,2.84,1.78,,30.5,905,4.5,7.59
16185,2018,LB,4.75,2.69,1.66,31,29.5,903,4.4,7.12
16186,2018,WR,4.38,2.51,1.5,14,39,1003,4.56,7.52
16187,2018,LB,4.94,2.95,1.72,16,30.5,906,4.58,7.45
16188,2018,DT,5.41,3.17,2.01,23,26.5,711,5.08,7.94
16189,2018,FB,4.62,2.75,1.77,14,36.5,911,4.33,7.01
16190,2018,DT,5.38,3.06,1.86,27,26.5,810,4.66,7.76
16191,2018,CB,,,,,,,,
16192,2018,TE,4.54,2.68,1.63,18,34.5,1001,4.28,6.93
16193,2018,WR,4.57,2.57,1.57,,,,,
16194,2019,DE,4.56,2.65,1.58,17,38,1003,4.14,6.89
16195,2018,LB,4.87,2.72,1.7,21,35,904,4.58,7.39
16196,2018,OT,5.8,3.25,1.83,22,22,,5.26,8.65
16197,2018,OG,5.78,3.3,1.91,21,25.5,708,4.94,8.13
16198,2018,DT,,,,,,,,
16199,2018,WR,,,,,,,,
16200,2018,LB,4.96,2.86,1.75,22,29.5,902,4.47,7.45
16201,2018,TE,,,,21,33,905,5.4,7.64
16202,2018,WR,4.34,2.59,1.57,16,39.5,1011,4.54,7.24
16203,2018,WR,4.73,2.74,1.64,,34.5,1000,4.56,7.39
16204,2018,DE,4.79,2.82,1.71,,31.5,910,4.72,7.25
16205,2018,TE,4.82,2.81,1.7,18,32.5,906,4.42,7
16206,2018,WR,4.64,2.72,1.6,8,35.5,1009,4.47,7.18
16207,2018,RB,4.57,2.58,1.6,15,35,902,4.29,7.2
16208,2018,SS,4.56,2.75,1.6,15,36,911,4.47,7.31
16209,2018,OG,5.53,3.1,1.86,18,26,708,4.96,8.28
16210,2018,QB,,,,,,,,
16211,2018,OG,5.31,3,1.84,,,,,
16212,2018,DT,5.2,2.94,1.77,20,32,804,4.79,7.87
16213,2018,DT,5.01,2.91,1.74,28,26.5,805,4.69,7.82
16214,2018,FS,4.66,2.65,1.62,18,31,902,4.48,7.44
16215,2018,FS,4.73,2.76,1.65,11,35,1007,4.55,7.33
16216,2018,LB,4.68,2.73,1.68,,34.5,904,4.28,7.19
16217,2018,CB,4.52,2.56,1.55,20,34,1005,4.68,7.07
16218,2018,LB,4.86,2.75,1.62,15,29,900,4.6,7.19
16219,2018,LB,4.53,2.68,1.62,22,36.5,1006,4.15,6.93
16220,2018,OT,5.34,3.18,1.93,28,25.5,900,4.94,8.03
16221,2018,CB,4.6,2.68,1.6,10,37.5,1006,4.38,7.28
16222,2018,OG,5.36,3.09,1.9,16,27.5,803,5.16,7.94
16223,2018,LS,5.32,3.05,1.78,,22.5,811,4.75,7.8
16224,2018,DE,,,,,,,,
16225,2018,DE,5.08,2.93,1.77,21,30.5,811,4.44,7.48
16226,2018,QB,5.05,3.04,1.78,,30.5,904,4.83,7.95
16227,2018,FS,4.5,2.63,1.58,12,35.5,909,4.26,6.78
16228,2018,SS,4.7,2.71,1.62,12,26.5,806,4.49,7.09
16229,2018,WR,4.43,2.63,1.6,15,38,1009,4.41,7.24
16230,2018,CB,,,,,,,3.98,
16231,2018,OG,5.62,3.18,2.02,18,24,610,5.19,8.63
16232,2018,WR,4.5,2.56,1.51,16,36.5,1006,4.52,7.35
16233,2018,WR,4.35,2.55,1.53,5,38,1008,4.26,6.83
16234,2018,FS,4.65,2.71,1.64,11,33,910,4.14,6.74
16235,2018,WR,4.6,2.72,1.64,21,39.5,1000,4.04,6.56
16236,2018,OT,5.32,3.08,1.82,22,23,807,5,8
16237,2018,CB,,,,17,34.5,,4.28,
16238,2018,FS,4.73,2.7,1.63,5,34.5,1005,4.19,6.73
16239,2018,OT,5.53,3.21,1.98,16,24.5,803,5.16,8.25
16240,2018,DE,4.8,2.8,1.68,31,36.5,1002,4.41,7.02
16241,2018,DE,5.02,2.93,1.84,11,27,808,4.87,7.58
16242,2018,P,,,,,,,,
16243,2018,RB,4.98,2.88,1.78,16,27.5,902,4.56,7.53
16244,2018,LB,4.6,2.7,1.6,19,35,909,4.28,7.06
16245,2018,LB,4.74,2.7,1.77,26,33,906,4.38,7.05
16246,2018,LB,4.92,2.82,1.72,19,29,810,4.47,7.63
16247,2018,LB,4.83,2.72,1.71,23,32.5,908,4.19,7.19
16248,2018,OC,5.58,3.16,1.88,25,22,704,4.99,8.48
16249,2018,K,,,,,,,,
16250,2018,RB,4.81,2.76,1.66,,,,,
16251,2018,WR,4.91,2.81,1.69,7,34,911,4.6,7.55
16252,2018,DT,5.38,3.13,1.92,23,24,805,4.75,7.95
16253,2018,FB,4.91,2.82,1.76,9,33,900,4.5,7.15
16254,2018,WR,4.58,2.64,1.67,14,33.5,1001,4.4,7.19
16255,2018,WR,4.44,2.59,1.59,,32,1008,4.58,7.38
16256,2018,DE,4.75,2.78,1.66,26,33,905,4.48,7.36
16257,2018,OG,5.95,3.5,2,16,,705,5.34,9.04
16258,2018,CB,,,,,,,,
16259,2018,WR,4.72,2.84,1.72,,31.5,810,,
16260,2018,RB,4.64,2.69,1.58,15,35,1000,4.51,7.13
16261,2018,SS,4.87,2.8,1.7,29,35,908,4.31,7.17
16262,2018,WR,4.72,2.62,1.7,15,,900,4.77,7.1
16263,2018,FS,4.7,2.69,1.51,16,36.5,1001,4.28,7.04
16264,2018,OG,,,,29,27,801,,
16265,2018,DE,5.08,2.92,1.88,23,26.5,806,4.7,7.78
16266,2018,QB,4.92,2.86,1.7,,27,808,4.57,6.95
16267,2018,QB,4.77,2.76,1.7,,31,901,4.18,6.78
16268,2018,FS,4.57,2.69,1.65,14,28.5,907,4.23,7.03
16269,2018,SS,4.59,2.7,1.72,7,29.5,910,4.52,7.49
16270,2018,FB,5.06,2.89,1.78,15,31,810,4.6,7.58
16271,2018,LB,5.31,3,1.85,10,27,804,5.15,7.9
16272,2018,LB,4.75,2.71,1.65,31,37,1001,4.29,7.18
16273,2018,P,,,,,,,,
16274,2018,DE,5.16,3.02,1.79,25,30,811,5.02,7.65
16275,2018,CB,4.42,2.58,1.58,16,38,1100,4.28,7
16276,2018,DT,5.13,2.97,1.75,25,28,810,4.84,8.34
16277,2018,FS,4.44,2.58,1.58,18,43,1100,,
16278,2018,LS,5.5,3.12,2.01,11,24.5,804,4.95,7.96
16279,2018,WR,4.3,2.5,1.49,14,40.5,1200,4.36,6.96
16280,2018,OG,,,,,,,,
16281,2018,LB,4.75,2.71,1.73,27,32.5,908,4.43,7.38
16282,2018,FS,4.7,2.75,1.71,17,32,901,4.47,7.1
16283,2018,WR,,,,,,,,
16284,2018,FS,4.7,2.69,1.62,21,36.5,1005,4.39,7.17
16285,2018,FB,5.19,2.97,1.81,18,26,808,4.72,7.63
16286,2019,CB,4.69,2.7,1.63,12,28.5,806,,
16287,2018,CB,4.52,2.61,1.67,9,30,908,4.2,7.03
16288,2018,DE,,,,,,,,
16289,2018,LB,4.71,2.71,1.66,14,33.5,1009,4.47,7.44
16290,2018,DE,4.77,2.69,1.65,19,32,905,4.47,7.13
16291,2018,TE,,,,24,35,1002,4.38,7.29
16292,2018,CB,4.57,2.66,1.61,17,35.5,909,4.13,7.06
16293,2018,SS,4.67,2.76,1.65,15,34,902,4.23,7.09
16294,2018,RB,4.67,2.76,1.63,19,32,900,4.5,7.09
16295,2018,WR,4.77,2.72,1.68,12,32,904,4.49,7.5
16296,2018,P,,,,,,,,
16297,2018,TE,4.77,2.76,1.69,27,31.5,911,4.52,7.53
16298,2018,TE,,,,,,,,
16299,2018,WR,,,,,,,,
16300,2018,FB,4.61,2.52,1.64,22,31.5,903,4.45,7.2
16301,2018,LB,4.79,2.81,1.76,15,30.5,906,4.52,7.35
16302,2018,DE,4.9,2.8,1.67,15,31,907,4.44,7.12
16303,2018,RB,4.78,2.8,1.69,22,36,908,4.51,7.16
16304,2018,RB,,,,,,,,
16305,2018,WR,4.5,2.66,1.58,8,34.5,904,4.19,7.27
16306,2018,RB,4.79,2.77,1.67,12,31,805,4.5,7
16307,2019,TE,4.92,2.86,1.69,15,32,900,4.47,7.08
16308,2018,FS,4.51,2.62,1.56,9,37,1010,4.15,6.81
16309,2018,OT,5.44,3.16,1.83,22,29,806,4.77,7.78
16310,2018,WR,4.53,2.58,1.52,21,39,1010,4.26,6.95
16311,2018,RB,4.74,2.78,1.68,12,30,900,4.4,7.6
16312,2018,TE,4.74,2.79,1.65,16,27,903,4.75,7.5
16313,2019,TE,4.7,2.75,1.63,17,37.5,1003,4.18,7.02
16314,2018,CB,4.64,2.76,1.65,15,34,905,4.19,7.09
16315,2018,WR,4.53,2.63,1.56,16,34.5,1003,4.47,7.07
16316,2018,WR,4.75,2.69,1.65,15,31.5,1000,4.35,7.41
16317,2018,SS,4.59,2.66,1.61,21,34,1003,4.31,7.16
16318,2018,RB,4.53,2.69,1.56,16,36,909,4.27,
16319,2018,LB,4.66,2.66,1.64,23,34.5,1001,4.38,7.45
16320,2018,WR,4.55,2.61,1.69,17,32,905,4.37,6.9
16321,2018,LS,5.6,3.22,2,10,24.5,704,5.25,8.44
16322,2018,P,,,,6,30,908,,
16323,2018,SS,4.48,2.58,1.76,17,38.5,910,4.21,7.03
16324,2018,OT,,,,,,,,
16325,2018,OT,4.96,2.88,1.71,27,24,806,4.44,7.65
16326,2018,CB,4.54,2.64,1.62,5,33,1003,4.28,6.75
16327,2018,LB,4.82,2.79,1.63,18,33,909,4.27,6.8
16328,2018,RB,4.51,2.58,1.59,18,34,1002,,6.78
16329,2018,QB,4.75,2.74,1.59,,33.5,911,4.48,6.9
16330,2018,FB,4.95,2.89,1.75,22,31,902,4.73,7.47
16331,2018,SS,4.74,2.73,1.61,14,30.5,901,4.32,7.36
16332,2018,RB,4.51,2.65,1.58,20,31.5,911,4.32,7.19
16333,2018,CB,4.76,2.75,1.69,16,32,907,4.25,7.02
16334,2018,WR,4.59,2.73,1.66,9,41,1105,4.5,7.47
16335,2018,DT,5.43,3.09,1.84,29,22,806,5.01,8.08
16336,2018,FB,4.75,2.91,1.85,22,33,907,4.66,7.65
16337,2018,RB,4.51,2.63,1.58,15,34,1005,4.51,7.25
16338,2018,WR,4.95,2.84,1.7,,35,1002,4.68,7.73
16339,2018,LS,,,,6,24,806,4.85,
16340,2018,FS,4.56,2.67,1.64,14,36,1009,4.26,6.93
16341,2018,RB,4.48,2.57,1.58,19,37,1008,4.31,7.21
16342,2019,CB,4.55,2.67,1.59,14,36.5,1000,,
16343,2018,WR,4.69,2.7,1.66,7,28.5,806,4.3,7.31
16344,2018,DT,5,2.82,1.72,17,29,900,5,8
16345,2018,CB,4.62,2.71,1.67,12,36,1006,4.33,7.08
16346,2018,QB,4.92,2.84,1.71,,31,903,4.28,7.09
16347,2018,WR,4.52,2.7,1.58,9,33,904,4.33,6.96
16348,2018,WR,4.61,2.65,1.66,8,32.5,1001,4.35,7.02
16349,2018,DE,4.53,2.61,1.55,16,39.5,1004,4.28,6.95
16350,2018,CB,4.63,2.69,1.62,6,34,1007,4.74,7.6
16351,2018,FS,4.66,2.75,1.65,7,31.5,1001,4.53,7.1
16352,2018,DT,5.27,3.07,1.87,21,23,,4.7,7.95
16353,2018,CB,4.56,2.61,1.57,18,38,1003,4.03,6.86
16354,2018,FS,4.58,2.64,1.6,17,41.5,1102,4.25,6.74
16355,2018,OT,5.38,3.06,1.87,25,28,803,4.96,7.95
16356,2018,WR,,,,,,,,
16357,2018,LB,4.8,2.85,1.72,10,29,810,4.65,7.3
16358,2018,WR,,,,,,,,
16359,2018,WR,4.78,2.81,1.74,10,29,910,4.49,7.42
16360,2018,OG,5.28,3.02,1.75,30,31,807,5.32,8.41
16361,2018,FS,4.6,2.62,,,,,,
16362,2018,CB,,,,,,,,
16363,2018,RB,,,,,,,,
16364,2018,FB,4.65,2.65,1.59,26,36,1002,4.4,7.18
16365,2018,LB,4.87,2.83,1.71,15,29.5,905,4.46,7.23
16366,2018,WR,,,,,,,,
16367,2018,DT,4.83,2.84,1.7,31,33,,,
16368,2018,WR,4.72,2.65,1.62,15,34,911,4.21,6.95
16369,2018,DT,5.46,3.11,1.94,23,26.5,805,,
16370,2018,LB,4.91,2.85,1.68,24,35,911,4.33,6.94
16371,2018,CB,4.53,2.6,1.5,17,38.5,1100,4.32,7.32
16372,2018,WR,4.79,2.76,1.65,,35.5,1005,,
16373,2018,RB,4.64,2.71,1.62,11,33.5,1002,4.44,7.08
16374,2018,OT,5.32,3.07,1.84,27,28.5,810,4.85,8.09
16375,2018,LB,4.72,2.72,1.66,8,33,911,4.53,7.14
16376,2018,CB,4.58,2.68,1.61,18,34,908,4.19,7.14
16377,2018,RB,4.5,2.62,1.57,13,38.5,1002,4.07,6.81
16378,2018,DT,5.09,2.96,1.75,24,29,810,4.74,7.82
16379,2018,DE,5.03,2.88,1.78,22,30.5,810,4.46,7.44
16380,2018,OG,5.53,3.17,2.03,21,24,710,4.94,8.36
16381,2018,OG,5.42,3.11,1.87,17,27.5,709,4.73,8.08
16382,2018,CB,4.56,2.59,1.6,,34.5,911,4.17,7.12
16383,2018,LB,4.94,2.89,1.78,18,27.5,802,4.61,7.59
16384,2018,SS,4.4,2.55,1.52,16,36.5,1008,4.15,6.65
16385,2018,OG,5.51,3.2,1.95,10,23,804,5.27,8.75
16386,2018,OT,5.19,3.09,1.88,20,26,807,5.2,8.2
16387,2018,RB,4.45,2.55,1.62,19,34.5,1004,4.13,6.88
16388,2018,FS,4.55,2.66,1.59,,,,,
16389,2018,FS,4.78,2.8,1.7,6,28.5,905,4.47,7.28
16390,2018,WR,4.44,2.6,1.53,20,40,1004,4.26,7.08
16391,2018,CB,4.76,2.8,1.69,10,27,904,4.45,7.4
16392,2018,SS,4.81,2.66,1.73,12,37,1005,4.63,7.12
16393,2018,WR,,,,,,,,
16394,2018,CB,4.65,2.69,1.63,,27.5,811,4.33,7.35
16395,2018,OT,5.31,3.07,1.82,26,23.5,802,4.82,7.72
16396,2018,OG,5.34,3.06,1.81,15,29.5,807,4.72,7.71
16397,2018,DE,5.07,2.88,1.78,26,27.5,905,4.59,7.74
16398,2018,P,,,,,34,1003,,
16399,2018,WR,4.37,2.52,1.52,14,38.5,1002,4.08,6.59
16400,2018,DT,5.15,2.98,1.78,26,29.5,811,4.68,7.94
16401,2019,CB,4.48,2.66,1.62,11,37.5,,,
16402,2018,DE,5.22,2.97,1.83,22,27.5,900,4.81,7.71
16403,2018,QB,4.92,2.85,1.71,8,28,,,
16404,2018,LS,,,,,,,,
16405,2018,RB,4.46,2.61,1.54,15,33.5,1002,4.35,6.91
16406,2018,TE,,,,,,,,
16407,2018,WR,4.56,2.65,1.59,,31,1000,4.4,7.19
16408,2018,RB,,,,,,,,
16409,2018,FS,4.64,2.68,1.71,18,37,911,4.3,7.15
16410,2018,WR,4.68,2.69,1.62,,32.5,1008,4.37,6.81
16411,2018,RB,4.75,2.79,1.63,12,31.5,911,4.51,7.38
16412,2018,CB,4.66,2.72,1.64,9,33,1000,4.28,6.94
16413,2018,CB,4.55,2.69,1.54,,35.5,1002,4.43,
16414,2018,WR,4.68,2.69,1.61,11,35,1002,4.09,7
16415,2018,CB,4.7,2.7,1.6,,34.5,911,4.7,7.68
16416,2018,RB,4.74,2.72,1.64,22,33.5,908,,
16417,2018,RB,4.51,2.66,1.63,17,33,900,4.59,7.31
16418,2018,WR,4.52,2.65,1.57,24,33.5,910,4.57,7.16
16419,2018,WR,,,,,,,,
16420,2018,DE,5.06,2.83,1.73,,25.5,811,4.52,7.25
16421,2018,WR,4.59,2.64,1.71,20,34,900,4.46,7.13
16422,2018,QB,,,,,,,,
16423,2018,WR,4.64,2.75,1.68,14,35,909,4.46,7.19
16424,2018,CB,4.33,2.63,1.56,13,39.5,1011,4.01,6.67
16425,2018,LB,4.79,2.77,1.63,21,30.5,909,4.25,7.26
16426,2018,RB,4.54,2.56,1.64,19,39,1006,4.41,7.09
16427,2018,WR,4.45,2.66,1.63,,35,1005,4.43,6.94
16428,2018,CB,,,,,,,,
16429,2018,WR,4.43,2.61,1.57,14,34.5,905,4.15,6.93
16430,2018,LB,4.81,2.91,1.81,14,25.5,711,4.78,7.7
16431,2018,OG,5.33,3.07,1.84,23,28.5,802,4.88,7.84
16432,2018,DT,5.17,3.01,1.85,20,30,902,4.73,7.75
16433,2018,SS,4.44,2.57,1.56,12,37.5,1006,4.15,7.15
16434,2018,DE,4.65,2.72,1.62,18,34,911,4.24,6.84
16435,2018,DT,5.02,2.87,1.7,16,30,904,4.65,7.56
16436,2018,OT,5.45,3.08,1.97,19,26,804,,
16437,2018,LB,4.45,2.51,1.55,20,40,1011,4.37,7.06
16438,2019,FS,,,,,,,,
16439,2018,CB,4.6,2.64,1.59,13,34.5,909,4.28,6.89
16440,2018,RB,4.49,2.58,1.61,19,37,911,4.28,6.88
16441,2018,DT,5.25,3.01,1.78,30,29.5,803,4.91,7.86
16442,2018,DE,4.87,2.79,1.69,21,30,905,4.43,7.42
16443,2018,DE,5.15,2.98,1.79,12,28.5,811,4.37,7.57
16444,2018,SS,4.83,2.8,1.69,,32.5,911,4.9,7.7
16445,2018,QB,4.78,2.75,1.66,,,,,
16446,2018,SS,4.64,2.75,1.57,18,34.5,1003,4.47,7.34
16447,2018,OG,5.76,3.22,1.98,29,21,702,,
16448,2018,LB,4.6,2.66,1.56,23,36,909,4.48,7.38
16449,2018,CB,4.36,2.62,1.59,5,31,907,4.38,6.97
16450,2018,QB,4.58,2.71,1.61,,29.5,902,4.44,7.33
16451,2018,WR,4.65,2.7,1.71,8,33.5,911,4.68,7.69
16452,2018,DE,4.87,2.79,1.66,28,,,,
16453,2018,WR,4.81,2.8,1.68,12,30.5,904,4.52,7.24
16454,2018,WR,4.76,2.72,1.64,6,34,908,4.59,7.3
16455,2018,RB,4.52,2.66,1.63,11,40,1006,4.29,7.07
16456,2018,CB,4.69,2.69,1.63,6,36,1007,4.38,7.22
16457,2018,LB,4.68,2.68,1.62,20,30.5,1006,4.54,7.33
16458,2018,DT,5.41,3.12,1.84,31,25.5,801,4.64,7.64
16459,2018,DT,5.27,3.06,1.82,22,24.5,807,4.83,7.96
16460,2018,QB,5.1,2.97,1.73,,26,804,4.51,7.21
16461,2018,WR,4.75,2.7,1.59,5,34,908,4.43,7.31
16462,2018,LB,4.67,2.74,1.63,14,35,907,4.36,7.1
16463,2018,CB,4.51,2.7,1.63,8,34.5,910,4.26,7
16464,2018,LB,,,,,,,,
16465,2018,TE,4.92,2.94,1.73,17,34,904,4.46,7.07
16466,2018,CB,,,,,,,,
16467,2018,WR,4.69,2.72,1.68,4,,905,4.35,7.11
16468,2018,CB,,,,10,33,1000,,
16469,2018,FS,4.82,2.76,1.78,22,35.5,911,4.35,7.07
16470,2018,DT,5.08,2.95,1.7,,28.5,901,4.56,7.34
16471,2018,WR,4.58,,,,38,1004,,
16472,2018,LB,4.82,2.8,1.68,20,28.5,904,4.5,7.44
16473,2018,FB,,,,21,,,,
16474,2018,OC,5.35,3.03,1.78,29,25,810,4.97,8.13
16475,2018,SS,4.66,2.61,1.64,18,36.5,910,4.51,6.88
16476,2018,DE,4.85,2.81,1.72,20,29.5,902,4.53,7.65
16477,2018,FS,4.76,2.73,1.6,12,31.5,903,4.5,7.18
16478,2018,DT,,,,31,36.5,907,4.57,7.88
16479,2018,CB,4.8,2.74,1.7,10,34.5,907,4.58,7.33
16480,2018,FS,4.58,2.63,1.6,10,34.5,905,4.21,7.05
16481,2018,QB,,,,,,,,
16482,2018,RB,4.8,2.85,1.7,25,36,911,4.4,7.34
16483,2018,OT,4.91,2.82,1.67,24,31.5,1001,4.49,7.3
16484,2018,OT,4.9,2.74,1.75,27,35.5,911,,
